occ_code;occ_title;group;tot_emp;emp_prse;h_mean;a_mean;mean_prse;h_pct10;h_pct25;h_median;h_pct75;h_pct90;a_pct10;a_pct25;a_median;a_pct75;a_pct90;annual;hourly
13-0000;Business and financial operations occupations;major;       6135520;       0.3;         31.12;         64720;           0.2;         15.88;         20.60;         27.89;         37.72;         49.59;         33020;         42840;         58010;         78450;        103140;;
13-1011;Agents and business managers of artists, performers, and athletes;;         12110;       5.3;         39.21;         81550;           4.0;         13.37;         18.52;         30.26;         48.21;#;         27810;         38520;         62940;        100280;#;;
13-1021;Purchasing agents and buyers, farm products;;         13010;       3.9;         28.25;         58760;           4.5;         13.94;         18.24;         23.88;         32.42;         46.26;         28990;         37930;         49670;         67440;         96220;;
13-1022;Wholesale and retail buyers, except farm products;;        132420;       1.5;         26.70;         55540;           0.8;         13.80;         17.53;         23.42;         31.78;         43.32;         28710;         36460;         48710;         66090;         90100;;
13-1023;Purchasing agents, except wholesale, retail, and farm products;;        286990;       0.6;         27.70;         57630;           0.2;         16.18;         20.03;         25.93;         34.09;         42.69;         33650;         41670;         53940;         70910;         88790;;
13-1031;Claims adjusters, examiners, and investigators;;        277230;       1.4;         27.67;         57550;           0.4;         16.41;         20.39;         26.81;         34.07;         40.51;         34140;         42400;         55760;         70860;         84260;;
13-1032;Insurance appraisers, auto damage;;         11280;       4.6;         25.95;         53980;           1.1;         17.55;         21.15;         25.69;         30.38;         35.20;         36500;         43990;         53440;         63180;         73210;;
13-1041;Compliance officers, except agriculture, construction, health and safety, and transportation;;        242270;       0.5;         25.85;         53760;           0.3;         14.18;         17.37;         23.50;         31.84;         41.11;         29490;         36140;         48890;         66230;         85520;;
13-1051;Cost estimators;;        218400;       0.8;         29.00;         60320;           0.3;         15.94;         20.54;         27.17;         35.73;         45.42;         33150;         42720;         56510;         74320;         94470;;
13-1061;Emergency management specialists;;         12260;       2.3;         25.70;         53460;           0.7;         13.29;         17.89;         24.26;         32.00;         40.90;         27640;         37200;         50460;         66560;         85060;;
13-1071;Employment, recruitment, and placement specialists;;        205800;       1.5;         25.90;         53870;           0.9;         13.47;         16.84;         21.86;         30.34;         41.23;         28030;         35020;         45470;         63110;         85760;;
13-1072;Compensation, benefits, and job analysis specialists;;        116250;       1.0;         27.43;         57060;           0.5;         16.39;         20.22;         25.89;         32.56;         40.53;         34080;         42050;         53860;         67730;         84310;;
13-1073;Training and development specialists;;        206890;       0.8;         26.36;         54830;           0.3;         14.17;         18.54;         24.73;         32.43;         40.94;         29470;         38550;         51450;         67450;         85160;;
13-1079;Human resources, training, and labor relations specialists, all other;;        217440;       0.9;         28.00;         58230;           0.5;         13.45;         19.94;         26.79;         35.49;         45.13;         27980;         41480;         55710;         73830;         93880;;
13-1081;Logisticians;;         98590;       1.1;         32.98;         68600;           0.6;         18.99;         24.62;         31.96;         40.16;         49.11;         39500;         51210;         66480;         83520;        102140;;
13-1111;Management analysts;;        535850;       1.0;         39.87;         82920;           0.5;         20.15;         26.39;         35.37;         47.93;         64.35;         41910;         54890;         73570;         99700;        133850;;
13-1121;Meeting and convention planners;;         47960;       1.8;         22.84;         47500;           0.6;         13.20;         16.58;         21.28;         27.80;         35.87;         27450;         34480;         44260;         57820;         74610;;
13-1199;Business operations specialists, all other;;       1030320;       0.6;         31.25;         64990;           0.4;         15.72;         21.10;         28.81;         38.56;         49.64;         32690;         43890;         59920;         80200;        103250;;
13-2011;Accountants and auditors;;       1133580;       0.6;         31.65;         65840;           0.3;         17.66;         22.07;         28.57;         37.60;         49.22;         36720;         45900;         59430;         78210;        102380;;
13-2021;Appraisers and assessors of real estate;;         66260;       2.0;         25.68;         53410;           1.2;         12.45;         16.51;         22.77;         32.04;         42.63;         25900;         34330;         47370;         66640;         88680;;
13-2031;Budget analysts;;         62630;       1.1;         32.76;         68140;           0.4;         20.42;         25.14;         31.41;         39.49;         48.25;         42470;         52290;         65320;         82150;        100360;;
13-2041;Credit analysts;;         74400;       3.8;         31.05;         64580;           1.8;         15.53;         19.53;         26.56;         38.00;         52.10;         32290;         40620;         55250;         79050;        108370;;
13-2051;Financial analysts;;        236720;       1.9;         40.76;         84780;           0.8;         20.88;         26.41;         35.17;         47.65;         67.82;         43440;         54930;         73150;         99100;        141070;;
13-2052;Personal financial advisors;;        146690;       1.9;         44.69;         92970;           1.4;         16.54;         22.30;         33.20;         57.35;#;         34390;         46390;         69050;        119290;#;;
13-2053;Insurance underwriters;;         98690;       2.1;         30.09;         62600;           0.7;         16.83;         20.91;         27.31;         36.88;         48.05;         35010;         43490;         56790;         76700;         99940;;
13-2061;Financial examiners;;         26020;       2.3;         37.59;         78180;           1.5;         18.69;         24.49;         34.10;         47.77;         61.67;         38870;         50930;         70930;         99370;        128270;;
13-2071;Loan counselors;;         29430;       2.5;         20.18;         41970;           1.1;         12.94;         14.90;         18.02;         22.88;         30.61;         26910;         31000;         37470;         47580;         63680;;
13-2072;Loan officers;;        321850;       1.0;         30.55;         63540;           0.5;         14.83;         19.09;         26.30;         36.95;         51.14;         30850;         39710;         54700;         76860;        106360;;
13-2081;Tax examiners, collectors, and revenue agents;;         66030;       0.4;         25.53;         53090;           0.3;         13.65;         17.59;         23.12;         32.08;         43.09;         28390;         36590;         48100;         66730;         89630;;
13-2082;Tax preparers;;         63030;       3.7;         17.08;         35520;           1.9;          8.30;         10.42;         14.14;         21.31;         30.40;         17260;         21670;         29420;         44320;         63240;;
13-2099;Financial specialists, all other;;        145110;       1.8;         30.71;         63880;           0.8;         16.31;         20.63;         27.48;         37.36;         48.70;         33920;         42910;         57150;         77700;        101290;;
15-0000;Computer and mathematical science occupations;major;       3308260;       0.4;         35.82;         74500;           0.3;         18.04;         24.80;         34.26;         45.30;         56.69;         37520;         51590;         71270;         94230;        117910;;
15-1011;Computer and information scientists, research;;         26610;       3.4;         48.51;        100900;           1.1;         27.64;         36.22;         47.10;         59.79;         72.72;         57480;         75340;         97970;        124370;        151250;;
15-1021;Computer programmers;;        394230;       1.1;         35.32;         73470;           0.6;         19.27;         25.31;         33.47;         43.14;         53.58;         40080;         52640;         69620;         89720;        111450;;
15-1031;Computer software engineers, applications;;        494160;       1.2;         42.26;         87900;           0.4;         25.83;         32.59;         41.07;         50.42;         61.95;         53720;         67790;         85430;        104870;        128870;;
15-1032;Computer software engineers, systems software;;        381830;       1.4;         45.44;         94520;           0.5;         27.80;         35.19;         44.44;         54.79;         65.28;         57810;         73200;         92430;        113960;        135780;;
15-1041;Computer support specialists;;        545520;       0.8;         22.29;         46370;           0.3;         12.78;         16.19;         20.89;         26.92;         34.01;         26580;         33680;         43450;         55990;         70750;;
15-1051;Computer systems analysts;;        489890;       0.9;         37.90;         78830;           0.4;         21.82;         28.10;         36.30;         46.06;         56.94;         45390;         58460;         75500;         95810;        118440;;
15-1061;Database administrators;;        115770;       1.2;         35.05;         72900;           0.8;         19.18;         25.16;         33.53;         44.16;         53.82;         39900;         52340;         69740;         91850;        111950;;
15-1071;Network and computer systems administrators;;        327850;       0.7;         33.45;         69570;           0.3;         19.71;         24.85;         31.88;         40.44;         50.03;         41000;         51690;         66310;         84110;        104070;;
15-1081;Network systems and data communications analysts;;        230410;       1.1;         35.50;         73830;           0.4;         20.03;         26.12;         34.18;         43.63;         53.33;         41660;         54330;         71100;         90740;        110920;;
15-1099;Computer specialists, all other;;        191780;       1.4;         36.54;         76000;           0.5;         19.55;         27.38;         36.13;         45.75;         55.21;         40660;         56940;         75150;         95150;        114830;;
15-2011;Actuaries;;         18220;       3.9;         46.14;         95980;           1.4;         23.63;         29.82;         40.77;         57.27;         77.30;         49150;         62020;         84810;        119110;        160780;;
15-2021;Mathematicians;;          2770;       9.8;         45.65;         94960;           1.7;         25.75;         34.34;         45.75;         57.44;         67.55;         53570;         71430;         95150;        119480;        140500;;
15-2031;Operations research analysts;;         60860;       2.0;         35.68;         74220;           0.8;         19.23;         24.90;         33.17;         44.67;         56.79;         40000;         51780;         69000;         92920;        118130;;
15-2041;Statisticians;;         20680;       2.1;         35.96;         74790;           1.5;         19.11;         25.35;         34.91;         45.76;         56.34;         39740;         52730;         72610;         95170;        117190;;
15-2091;Mathematical technicians;;          1100;       5.3;         20.24;         42100;           2.7;         12.65;         14.50;         18.46;         23.93;         31.45;         26300;         30170;         38400;         49780;         65430;;
15-2099;Mathematical scientists, all other;;          6600;      22.1;         31.55;         65630;           4.3;         15.76;         19.45;         26.44;         38.34;         51.21;         32790;         40450;         54990;         79750;        106510;;
17-0000;Architecture and engineering occupations;major;       2521630;       0.5;         34.34;         71430;           0.2;         17.31;         23.56;         32.09;         43.17;         54.65;         36000;         49000;         66750;         89790;        113670;;
17-1011;Architects, except landscape and naval;;        110990;       1.7;         36.90;         76750;           0.8;         19.87;         25.71;         33.81;         44.17;         57.32;         41320;         53480;         70320;         91870;        119220;;
17-1012;Landscape architects;;         21130;       5.1;         30.77;         64000;           1.6;         17.56;         22.04;         28.35;         37.31;         46.81;         36520;         45840;         58960;         77610;         97370;;
17-1021;Cartographers and photogrammetrists;;         11690;       3.8;         27.87;         57980;           4.3;         15.12;         19.00;         24.60;         33.28;         42.12;         31440;         39510;         51180;         69220;         87620;;
17-1022;Surveyors;;         55780;       1.9;         26.91;         55980;           0.6;         14.23;         18.66;         25.47;         33.66;         41.16;         29600;         38800;         52980;         70010;         85620;;
17-2011;Aerospace engineers;;         67800;       4.1;         45.18;         93980;           1.5;         27.95;         34.80;         44.48;         55.06;         64.70;         58130;         72390;         92520;        114530;        134570;;
17-2021;Agricultural engineers;;          2640;       5.7;         35.02;         72850;           1.8;         20.74;         26.65;         33.04;         41.54;         52.15;         43150;         55430;         68730;         86400;        108470;;
17-2031;Biomedical engineers;;         15220;       5.6;         39.00;         81120;           1.4;         22.91;         28.57;         37.21;         47.52;         58.64;         47640;         59420;         77400;         98830;        121970;;
17-2041;Chemical engineers;;         30970;       2.8;         42.67;         88760;           1.0;         25.83;         32.41;         40.71;         50.48;         62.61;         53730;         67420;         84680;        105000;        130240;;
17-2051;Civil engineers;;        261360;       1.3;         37.77;         78560;           0.4;         23.15;         28.35;         35.87;         45.42;         55.59;         48140;         58960;         74600;         94470;        115630;;
17-2061;Computer hardware engineers;;         73370;       3.4;         48.16;        100180;           1.0;         28.45;         36.66;         46.83;         59.02;         71.44;         59170;         76250;         97400;        122750;        148590;;
17-2071;Electrical engineers;;        154670;       1.6;         41.04;         85350;           0.4;         25.48;         31.20;         39.50;         49.29;         60.48;         52990;         64910;         82160;        102520;        125810;;
17-2072;Electronics engineers, except computer;;        139930;       1.8;         42.63;         88670;           0.4;         26.60;         32.88;         41.52;         51.38;         62.46;         55330;         68400;         86370;        106870;        129920;;
17-2081;Environmental engineers;;         52590;       2.1;         37.49;         77970;           1.1;         21.78;         27.40;         35.59;         45.33;         55.50;         45310;         56980;         74020;         94280;        115430;;
17-2111;Health and safety engineers, except mining safety engineers and inspectors;;         25190;       2.4;         35.50;         73830;           0.6;         20.93;         27.01;         34.85;         43.63;         51.07;         43540;         56190;         72490;         90740;        106220;;
17-2112;Industrial engineers;;        214580;       1.3;         36.41;         75740;           0.3;         22.94;         28.42;         35.49;         43.76;         51.57;         47720;         59120;         73820;         91020;        107270;;
17-2121;Marine engineers and naval architects;;          6480;       9.6;         37.46;         77920;           4.1;         20.71;         27.43;         35.64;         45.60;         57.03;         43070;         57060;         74140;         94840;        118630;;
17-2131;Materials engineers;;         24160;       2.6;         40.48;         84200;           0.8;         24.72;         30.69;         39.34;         49.06;         59.84;         51420;         63830;         81820;        102040;        124470;;
17-2141;Mechanical engineers;;        233610;       1.7;         37.59;         78200;           0.5;         23.03;         28.47;         36.02;         45.39;         55.16;         47900;         59230;         74920;         94400;        114740;;
17-2151;Mining and geological engineers, including mining safety engineers;;          6900;       6.0;         38.42;         79910;           2.0;         21.64;         27.87;         36.52;         46.17;         59.01;         45020;         57970;         75960;         96030;        122750;;
17-2161;Nuclear engineers;;         16640;       7.9;         47.96;         99750;           1.6;         32.84;         39.68;         46.68;         55.37;         65.81;         68300;         82540;         97080;        115170;        136880;;
17-2171;Petroleum engineers;;         20880;       5.4;         57.28;        119140;           2.6;         27.80;         38.48;         51.93;         71.49;#;         57820;         80040;        108020;        148700;#;;
17-2199;Engineers, all other;;        169240;       2.4;         42.83;         89080;           0.5;         23.69;         32.38;         42.58;         53.03;         63.50;         49270;         67360;         88570;        110310;        132070;;
17-3011;Architectural and civil drafters;;        114910;       1.6;         22.30;         46390;           0.5;         13.57;         16.97;         21.39;         26.80;         32.26;         28220;         35290;         44490;         55740;         67110;;
17-3012;Electrical and electronics drafters;;         32710;       2.3;         25.85;         53770;           0.7;         15.41;         19.33;         24.67;         31.44;         38.36;         32050;         40210;         51320;         65400;         79790;;
17-3013;Mechanical drafters;;         77070;       2.1;         23.36;         48600;           0.7;         14.13;         17.55;         22.42;         28.37;         34.30;         29390;         36490;         46640;         59010;         71340;;
17-3019;Drafters, all other;;         20720;       3.4;         22.73;         47290;           1.2;         13.58;         16.89;         21.60;         27.87;         33.90;         28240;         35130;         44930;         57980;         70510;;
17-3021;Aerospace engineering and operations technicians;;          8540;       5.0;         27.06;         56280;           1.6;         16.53;         21.58;         26.46;         31.90;         38.93;         34380;         44880;         55040;         66360;         80980;;
17-3022;Civil engineering technicians;;         88140;       1.4;         21.98;         45730;           0.6;         12.87;         16.19;         21.29;         27.18;         32.06;         26780;         33680;         44290;         56540;         66690;;
17-3023;Electrical and electronic engineering technicians;;        162330;       1.6;         25.96;         53990;           0.4;         15.62;         19.98;         25.60;         30.83;         37.77;         32490;         41550;         53240;         64120;         78560;;
17-3024;Electro-mechanical technicians;;         16290;       4.8;         23.13;         48110;           1.3;         14.22;         17.67;         22.27;         28.17;         34.32;         29580;         36750;         46310;         58590;         71380;;
17-3025;Environmental engineering technicians;;         20740;       3.7;         21.36;         44440;           0.9;         12.78;         15.51;         19.76;         25.35;         32.92;         26580;         32260;         41100;         52730;         68460;;
17-3026;Industrial engineering technicians;;         72820;       3.0;         24.07;         50070;           0.7;         14.66;         17.93;         22.69;         28.99;         36.46;         30490;         37300;         47180;         60300;         75840;;
17-3027;Mechanical engineering technicians;;         45770;       2.6;         24.06;         50040;           0.6;         14.95;         18.40;         23.14;         29.05;         35.24;         31110;         38260;         48130;         60410;         73300;;
17-3029;Engineering technicians, except drafters, all other;;         73870;       1.9;         27.19;         56560;           0.7;         14.62;         20.30;         27.33;         33.63;         39.85;         30410;         42230;         56850;         69940;         82880;;
17-3031;Surveying and mapping technicians;;         71920;       1.6;         18.03;         37500;           0.6;         10.42;         13.16;         16.88;         22.05;         27.90;         21680;         27370;         35120;         45860;         58030;;
19-0000;Life, physical, and social science occupations;major;       1296840;       0.7;         30.90;         64280;           0.4;         14.56;         19.53;         27.51;         38.73;         52.07;         30290;         40620;         57220;         80560;        108310;;
19-1011;Animal scientists;;          2760;       5.5;         29.64;         61640;           1.8;         15.90;         21.13;         26.94;         36.85;         47.59;         33060;         43950;         56030;         76650;         98980;;
19-1012;Food scientists and technologists;;         10510;       5.7;         31.06;         64610;           1.6;         16.25;         20.96;         28.61;         39.11;         50.25;         33790;         43600;         59520;         81340;        104520;;
19-1013;Soil and plant scientists;;         10790;       4.7;         30.82;         64110;           1.7;         16.47;         21.23;         28.07;         37.54;         50.65;         34260;         44150;         58390;         78080;        105340;;
19-1021;Biochemists and biophysicists;;         22230;       6.1;         42.53;         88450;           1.5;         21.31;         28.49;         39.83;         52.38;         67.04;         44320;         59260;         82840;        108950;        139440;;
19-1022;Microbiologists;;         15750;       4.1;         33.73;         70150;           1.7;         18.39;         23.23;         30.94;         41.85;         53.51;         38240;         48330;         64350;         87040;        111300;;
19-1023;Zoologists and wildlife biologists;;         17780;       4.0;         28.28;         58820;           1.4;         16.13;         20.70;         26.58;         33.89;         43.68;         33550;         43060;         55290;         70500;         90850;;
19-1029;Biological scientists, all other;;         28290;       1.3;         32.71;         68030;           1.1;         17.13;         24.38;         31.29;         38.57;         48.57;         35620;         50710;         65080;         80220;        101030;;
19-1031;Conservation scientists;;         15830;       1.9;         28.93;         60170;           0.5;         16.92;         21.79;         28.23;         35.23;         41.78;         35190;         45320;         58720;         73280;         86910;;
19-1032;Foresters;;         10160;       4.4;         26.46;         55040;           0.5;         16.69;         20.66;         25.84;         31.25;         37.67;         34710;         42980;         53750;         65000;         78350;;
19-1041;Epidemiologists;;          4370;       4.7;         31.01;         64500;           1.1;         19.46;         23.79;         29.50;         36.88;         44.60;         40480;         49480;         61360;         76710;         92770;;
19-1042;Medical scientists, except epidemiologists;;         99750;       3.8;         39.36;         81870;           1.4;         19.17;         24.83;         34.90;         48.70;         64.80;         39870;         51640;         72590;        101290;        134770;;
19-1099;Life scientists, all other;;         12030;       4.6;         33.18;         69020;           1.5;         17.44;         22.11;         29.55;         40.86;         55.66;         36280;         45990;         61450;         84990;        115770;;
19-2011;Astronomers;;          1280;       9.8;         47.95;         99730;           3.2;         21.79;         30.58;         48.70;         64.24;         75.35;         45330;         63610;        101300;        133630;        156720;;
19-2012;Physicists;;         14810;       9.3;         51.17;        106440;           1.9;         27.48;         38.48;         49.47;         62.97;         76.64;         57160;         80040;        102890;        130980;        159400;;
19-2021;Atmospheric and space scientists;;          8860;       5.0;         39.46;         82080;           3.4;         18.74;         26.51;         39.08;         48.72;         61.11;         38990;         55140;         81290;        101340;        127100;;
19-2031;Chemists;;         83080;       1.9;         34.17;         71070;           0.6;         18.19;         23.38;         31.84;         43.11;         54.37;         37840;         48630;         66230;         89660;        113080;;
19-2032;Materials scientists;;          9650;       5.7;         39.23;         81600;           1.4;         21.00;         28.45;         38.57;         49.13;         59.62;         43670;         59180;         80230;        102180;        124010;;
19-2041;Environmental scientists and specialists, including health;;         80120;       1.6;         31.39;         65280;           1.0;         17.45;         21.80;         28.72;         37.97;         49.33;         36310;         45340;         59750;         78980;        102610;;
19-2042;Geoscientists, except hydrologists and geographers;;         31260;       3.3;         42.93;         89300;           1.6;         20.05;         26.19;         38.06;         54.52;         74.72;         41700;         54470;         79160;        113390;        155430;;
19-2043;Hydrologists;;          7590;       4.4;         35.36;         73540;           1.3;         21.35;         26.40;         34.35;         42.88;         50.49;         44410;         54910;         71450;         89200;        105010;;
19-2099;Physical scientists, all other;;         22900;       2.3;         44.16;         91850;           1.7;         22.20;         32.22;         43.99;         56.70;         66.95;         46170;         67010;         91500;        117930;        139260;;
19-3011;Economists;;         12600;       3.0;         43.67;         90830;           2.5;         21.18;         28.55;         40.19;         54.61;         71.69;         44050;         59390;         83590;        113590;        149110;;
19-3021;Market research analysts;;        230070;       1.1;         32.37;         67340;           0.8;         16.24;         21.15;         29.36;         41.11;         54.04;         33770;         43990;         61070;         85510;        112410;;
19-3022;Survey researchers;;         21100;       4.2;         20.22;         42060;           2.9;          8.49;         10.71;         17.42;         26.19;         36.51;         17650;         22290;         36220;         54480;         75940;;
19-3031;Clinical, counseling, and school psychologists;;         97880;       1.5;         33.74;         70190;           0.8;         18.22;         23.42;         30.84;         39.81;         51.37;         37900;         48700;         64140;         82800;        106840;;
19-3032;Industrial-organizational psychologists;;          1460;      18.0;         41.57;         86460;           7.3;         18.60;         26.01;         37.03;         55.63;         71.69;         38690;         54100;         77010;        115720;        149120;;
19-3039;Psychologists, all other;;          9870;       3.6;         43.49;         90460;           2.9;         18.92;         29.59;         41.41;         49.58;         69.95;         39360;         61540;         86120;        103120;        145500;;
19-3041;Sociologists;;          4390;       6.9;         36.28;         75460;           3.2;         19.58;         24.57;         32.96;         44.34;         58.72;         40720;         51110;         68570;         92220;        122130;;
19-3051;Urban and regional planners;;         37120;       1.6;         30.00;         62400;           0.6;         18.25;         22.62;         28.75;         36.36;         44.00;         37960;         47050;         59810;         75630;         91520;;
19-3091;Anthropologists and archeologists;;          5230;       6.1;         27.55;         57300;           1.8;         15.46;         18.85;         25.92;         34.12;         43.02;         32150;         39200;         53910;         70980;         89490;;
19-3092;Geographers;;          1120;       3.6;         32.13;         66830;           1.3;         18.64;         24.70;         32.02;         39.70;         46.90;         38780;         51390;         66600;         82590;         97540;;
19-3093;Historians;;          3700;       8.8;         27.49;         57180;           3.2;         12.34;         16.14;         26.22;         37.16;         46.41;         25670;         33570;         54530;         77290;         96530;;
19-3094;Political scientists;;          3530;       4.4;         47.75;         99320;           2.9;         22.70;         35.60;         50.06;         59.85;         70.62;         47220;         74040;        104130;        124490;        146880;;
19-3099;Social scientists and related workers, all other;;         28680;       2.2;         34.49;         71730;           1.5;         17.93;         24.95;         33.04;         41.88;         52.07;         37300;         51890;         68720;         87110;        108300;;
19-4011;Agricultural and food science technicians;;         18930;       4.4;         17.53;         36470;           1.1;         10.67;         13.18;         16.34;         20.73;         25.91;         22190;         27420;         33990;         43120;         53880;;
19-4021;Biological technicians;;         72200;       2.5;         19.67;         40900;           0.6;         11.79;         14.49;         18.46;         23.71;         29.93;         24530;         30130;         38400;         49320;         62260;;
19-4031;Chemical technicians;;         65830;       2.2;         21.02;         43710;           0.6;         12.58;         15.71;         20.25;         25.61;         31.08;         26170;         32680;         42120;         53260;         64650;;
19-4041;Geological and petroleum technicians;;         14570;       6.8;         27.44;         57080;           2.5;         12.80;         17.14;         25.65;         34.58;         46.82;         26630;         35660;         53360;         71930;         97380;;
19-4051;Nuclear technicians;;          6360;       4.2;         32.17;         66910;           2.0;         19.38;         26.12;         32.64;         38.39;         44.88;         40310;         54330;         67890;         79850;         93350;;
19-4061;Social science research assistants;;         18120;       3.3;         18.23;         37920;           2.3;          9.98;         13.30;         17.14;         22.09;         28.15;         20750;         27660;         35650;         45940;         58560;;
