occ_code;occ_title;group;tot_emp;emp_prse;h_mean;a_mean;mean_prse;h_pct10;h_pct25;h_median;h_pct75;h_pct90;a_pct10;a_pct25;a_median;a_pct75;a_pct90;annual;hourly
19-1023;Zoologists and wildlife biologists;;         17460;       3.9;         29.17;         60670;           1.3;         16.96;         21.55;         27.16;         34.61;         44.78;         35280;         44830;         56500;         71990;         93140;;
19-1029;Biological scientists, all other;;         29630;       1.4;         33.38;         69430;           1.1;         17.67;         24.24;         31.98;         39.26;         48.36;         36750;         50420;         66510;         81650;        100580;;
19-1031;Conservation scientists;;         16810;       1.6;         29.41;         61180;           0.4;         17.10;         22.18;         28.92;         35.26;         42.25;         35570;         46140;         60160;         73340;         87890;;
19-1032;Foresters;;         10230;       3.5;         26.55;         55220;           0.5;         16.94;         20.82;         25.89;         31.63;         36.21;         35250;         43310;         53840;         65800;         75310;;
19-1041;Epidemiologists;;          4610;       4.1;         31.22;         64950;           0.8;         19.64;         23.98;         29.66;         36.23;         44.52;         40860;         49870;         61700;         75350;         92610;;
19-1042;Medical scientists, except epidemiologists;;        101760;       3.4;         40.75;         84760;           1.3;         19.87;         25.77;         35.86;         49.55;         66.75;         41320;         53600;         74590;        103060;        138840;;
19-1099;Life scientists, all other;;         12320;       4.6;         34.90;         72590;           1.7;         18.60;         23.16;         30.76;         43.34;         59.24;         38680;         48180;         63970;         90160;        123220;;
19-2011;Astronomers;;          1240;       8.5;         49.40;        102740;           1.9;         21.93;         31.59;         50.35;         66.65;         73.66;         45610;         65710;        104720;        138640;        153210;;
19-2012;Physicists;;         13630;       7.8;         53.49;        111250;           2.1;         27.02;         38.33;         51.15;         66.62;         79.69;         56210;         79740;        106390;        138560;        165750;;
19-2021;Atmospheric and space scientists;;          8320;       4.3;         40.94;         85160;           2.9;         19.50;         28.21;         40.73;         50.25;         61.18;         40560;         58680;         84710;        104520;        127250;;
19-2031;Chemists;;         79910;       1.9;         34.97;         72740;           0.6;         18.70;         24.01;         32.80;         44.10;         55.23;         38890;         49940;         68220;         91720;        114880;;
19-2032;Materials scientists;;          8880;       5.0;         39.59;         82350;           1.7;         21.07;         28.76;         38.61;         49.44;         60.46;         43820;         59810;         80300;        102840;        125760;;
19-2041;Environmental scientists and specialists, including health;;         83530;       1.9;         32.38;         67360;           1.0;         17.85;         22.12;         29.33;         39.18;         51.53;         37120;         46000;         61010;         81500;        107190;;
19-2042;Geoscientists, except hydrologists and geographers;;         31860;       3.3;         44.57;         92710;           1.4;         20.74;         27.06;         39.05;         56.27;         77.53;         43140;         56280;         81220;        117040;        161260;;
19-2043;Hydrologists;;          7150;       4.1;         36.91;         76760;           1.3;         22.26;         27.13;         35.42;         44.67;         52.94;         46290;         56430;         73670;         92910;        110110;;
19-2099;Physical scientists, all other;;         25310;       2.0;         45.62;         94880;           1.5;         23.22;         33.27;         45.17;         57.61;         69.19;         48300;         69210;         93950;        119840;        143910;;
19-3011;Economists;;         13160;       2.4;         46.31;         96320;           2.8;         21.50;         29.32;         41.79;         57.52;         73.66;         44720;         60990;         86930;        119630;        153210;;
19-3021;Market research analysts;;        226410;       1.1;         32.45;         67500;           0.9;         16.47;         21.44;         29.61;         40.98;         53.80;         34260;         44600;         61580;         85230;        111900;;
19-3022;Survey researchers;;         20300;       3.2;         20.35;         42330;           3.7;          8.59;         10.68;         17.01;         26.19;         36.88;         17860;         22220;         35380;         54480;         76710;;
19-3031;Clinical, counseling, and school psychologists;;         98330;       1.4;         34.77;         72310;           0.8;         18.88;         24.14;         31.75;         41.00;         52.63;         39270;         50210;         66040;         85270;        109470;;
19-3032;Industrial-organizational psychologists;;          1710;      16.2;         49.31;        102570;          11.8;         21.43;         30.24;         40.03;         58.55;#;         44570;         62900;         83260;        121780;#;;
19-3039;Psychologists, all other;;         10260;       3.5;         40.49;         84220;           1.6;         19.75;         29.49;         41.60;         49.74;         56.48;         41070;         61340;         86540;        103450;        117470;;
19-3041;Sociologists;;          4430;       8.3;         36.63;         76190;           2.5;         20.15;         25.63;         33.47;         43.75;         59.33;         41910;         53300;         69620;         91000;        123410;;
19-3051;Urban and regional planners;;         38950;       1.7;         31.10;         64680;           0.6;         18.97;         23.42;         29.72;         37.40;         45.58;         39460;         48700;         61820;         77790;         94800;;
19-3091;Anthropologists and archeologists;;          5570;       5.0;         27.52;         57230;           1.7;         15.16;         18.77;         25.70;         34.35;         42.25;         31530;         39030;         53460;         71450;         87890;;
19-3092;Geographers;;          1170;       2.8;         34.33;         71420;           1.2;         20.16;         26.59;         34.36;         41.79;         47.85;         41930;         55310;         71470;         86920;         99540;;
19-3093;Historians;;          3620;       7.8;         27.09;         56350;           3.4;         12.43;         15.69;         24.54;         36.71;         46.03;         25850;         32630;         51050;         76360;         95750;;
19-3094;Political scientists;;          3970;       3.8;         48.58;        101050;           4.4;         22.37;         33.47;         50.04;         64.20;         72.77;         46520;         69630;        104090;        133540;        151360;;
19-3099;Social scientists and related workers, all other;;         29250;       2.0;         35.31;         73450;           1.6;         18.48;         25.09;         33.59;         42.53;         52.78;         38440;         52180;         69860;         88460;        109780;;
19-4011;Agricultural and food science technicians;;         18490;       4.6;         17.72;         36850;           1.1;         10.62;         13.15;         16.54;         20.98;         26.53;         22100;         27340;         34410;         43630;         55190;;
19-4021;Biological technicians;;         74560;       2.5;         19.78;         41140;           0.6;         11.80;         14.74;         18.61;         23.72;         29.51;         24540;         30650;         38700;         49340;         61380;;
19-4031;Chemical technicians;;         64420;       2.1;         21.11;         43900;           0.6;         12.58;         15.69;         20.23;         25.72;         31.49;         26170;         32640;         42070;         53490;         65490;;
19-4041;Geological and petroleum technicians;;         14460;       5.7;         28.08;         58400;           2.3;         13.69;         18.06;         25.60;         35.04;         46.21;         28480;         37570;         53240;         72880;         96110;;
19-4051;Nuclear technicians;;          6290;       6.7;         32.07;         66700;           1.8;         19.87;         25.53;         32.37;         37.96;         44.51;         41330;         53110;         67340;         78950;         92580;;
19-4061;Social science research assistants;;         21720;       2.7;         19.39;         40340;           2.4;         10.39;         13.92;         18.03;         22.88;         29.18;         21600;         28950;         37500;         47580;         60690;;
