OCC_CODE;OCC_TITLE;GROUP;TOT_EMP;EMP_PRSE;H_MEAN;A_MEAN;MEAN_PRSE;H_PCT10;H_PCT25;H_MEDIAN;H_PCT75;H_PCT90;A_PCT10;A_PCT25;A_MEDIAN;A_PCT75;A_PCT90;ANNUAL;HOURLY
11-3051;Industrial Production Managers;;143.310;0,8;45,99;95.660;0,3;25,31;32,33;41,91;55,06;71,16;52.640;67.250;87.160;114.530;148.020;;
11-3061;Purchasing Managers;;65.220;0,8;48,36;100.600;0,4;26,46;34,42;45,71;59,02;72,08;55.040;71.600;95.070;122.760;149.920;;
11-3071;Transportation, Storage, and Distribution Managers;;90.280;0,8;41,65;86.630;0,4;22,45;29,29;38,56;50,30;64,18;46.700;60.920;80.210;104.620;133.490;;
11-3111;Compensation and Benefits Managers;;29.830;1,0;46,61;96.940;0,4;25,07;32,51;42,92;56,48;72,64;52.150;67.630;89.270;117.470;151.090;;
11-3121;Human Resources Managers;;67.700;0,7;52,21;108.600;0,4;29,59;37,14;47,68;62,54;#;61.560;77.240;99.180;130.090;#;;
11-3131;Training and Development Managers;;28.070;1,2;46,06;95.800;0,5;24,26;32,18;42,87;55,97;71,61;50.470;66.930;89.170;116.410;148.950;;
11-9013;Farmers, Ranchers, and Other Agricultural Managers;;3.680;5,2;31,71;65.960;2,2;14,08;19,54;29,21;39,30;51,43;29.280;40.640;60.750;81.750;106.980;;
11-9021;Construction Managers;;191.430;1,1;45,31;94.240;0,5;24,16;30,80;40,32;54,15;72,24;50.240;64.070;83.860;112.630;150.250;;
11-9031;Education Administrators, Preschool and Childcare Center/Program;;50.700;1,9;24,23;50.410;1,3;13,08;16,03;20,65;29,15;40,92;27.210;33.340;42.960;60.630;85.110;;
11-9032;Education Administrators, Elementary and Secondary School;;222.270;0,5;*;89.990;1,2;*;*;*;*;*;58.300;70.760;86.970;107.220;129.480;TRUE;
11-9033;Education Administrators, Postsecondary;;110.360;1,5;46,48;96.680;0,9;22,66;29,54;40,24;56,27;79,11;47.130;61.440;83.710;117.040;164.540;;
11-9039;Education Administrators, All Other;;28.100;1,7;39,36;81.870;0,9;20,17;26,68;36,39;48,51;61,78;41.950;55.500;75.690;100.900;128.490;;
11-9041;Architectural and Engineering Managers;;174.720;1,1;60,53;125.900;0,4;37,23;45,89;57,34;70,76;#;77.440;95.450;119.260;147.180;#;;
11-9051;Food Service Managers;;186.830;1,3;25,11;52.220;0,5;14,65;18,27;23,14;29,79;38,66;30.480;38.000;48.130;61.970;80.410;;
11-9071;Gaming Managers;;3.230;3,3;35,55;73.940;1,2;19,58;24,54;32,19;41,87;55,80;40.720;51.040;66.960;87.080;116.070;;
11-9081;Lodging Managers;;29.920;1,9;26,23;54.570;0,8;14,16;17,41;22,54;31,12;42,27;29.460;36.200;46.880;64.720;87.920;;
11-9111;Medical and Health Services Managers;;282.990;0,8;45,03;93.670;0,3;24,65;31,56;40,52;52,64;69,65;51.280;65.650;84.270;109.490;144.880;;
11-9121;Natural Sciences Managers;;45.920;2,2;62,17;129.320;1,4;32,35;42,99;55,78;74,75;#;67.290;89.410;116.020;155.490;#;;
11-9131;Postmasters and Mail Superintendents;;25.160;0,0;29,09;60.500;0,1;17,39;24,36;28,99;35,34;39,86;36.170;50.660;60.300;73.510;82.910;;
11-9141;Property, Real Estate, and Community Association Managers;;147.110;1,3;30,00;62.400;0,8;12,59;17,51;24,75;36,13;53,52;26.180;36.430;51.480;75.150;111.320;;
11-9151;Social and Community Service Managers;;116.480;0,8;29,98;62.360;0,4;16,51;20,97;27,86;36,36;46,60;34.330;43.610;57.950;75.640;96.920;;
11-9161;Emergency Management Directors;;11.800;2,2;29,00;60.330;2,0;13,86;19,40;26,61;36,19;46,27;28.840;40.350;55.360;75.270;96.230;;
11-9199;Managers, All Other;;342.960;0,8;49,12;102.160;0,6;24,03;33,07;46,37;60,70;75,01;49.970;68.790;96.450;126.260;156.020;;
13-0000;Business and Financial Operations Occupations;major;6.090.910;0,3;32,54;67.690;0,2;16,49;21,59;29,17;39,39;51,75;34.290;44.910;60.670;81.930;107.630;;
13-1011;Agents and Business Managers of Artists, Performers, and Athletes;;11.790;4,9;43,19;89.840;4,4;12,23;19,12;30,35;54,61;#;25.440;39.770;63.130;113.580;#;;
13-1021;Buyers and Purchasing Agents, Farm Products;;10.250;3,6;30,55;63.540;5,0;14,82;19,86;26,07;35,56;48,60;30.830;41.300;54.220;73.960;101.080;;
13-1022;Wholesale and Retail Buyers, Except Farm Products;;108.220;1,5;27,07;56.300;0,7;13,98;18,00;23,87;32,38;43,25;29.070;37.430;49.650;67.360;89.970;;
13-1023;Purchasing Agents, Except Wholesale, Retail, and Farm Products;;272.370;0,5;28,92;60.160;0,2;16,85;20,94;27,20;35,48;44,23;35.060;43.560;56.580;73.800;91.990;;
13-1031;Claims Adjusters, Examiners, and Investigators;;262.540;1,2;28,94;60.200;0,4;17,17;21,37;28,18;35,45;42,46;35.710;44.460;58.620;73.730;88.320;;
13-1032;Insurance Appraisers, Auto Damage;;10.280;4,8;27,75;57.710;1,3;19,02;22,73;27,03;32,20;37,96;39.550;47.270;56.230;66.980;78.950;;
13-1041;Compliance Officers;;204.000;0,5;29,88;62.140;0,2;16,61;21,15;28,23;36,15;45,62;34.540;44.000;58.720;75.180;94.880;;
13-1051;Cost Estimators;;183.790;0,8;29,84;62.060;0,3;16,39;21,12;27,82;36,44;45,97;34.100;43.920;57.860;75.790;95.620;;
13-1074;Farm Labor Contractors;;830;10,6;17,25;35.890;4,4;9,32;12,06;14,42;21,09;27,64;19.370;25.080;29.990;43.860;57.480;;
13-1078;Human Resources, Training, and Labor Relations Specialists, All Other*;;417.880;0,8;27,80;57.830;0,4;13,97;18,68;25,33;34,66;44,84;29.050;38.850;52.690;72.100;93.260;;
13-1081;Logisticians;;104.800;1,1;35,34;73.510;0,5;20,93;26,54;34,04;42,81;51,96;43.530;55.210;70.800;89.040;108.080;;
13-1111;Management Analysts;;536.310;0,9;41,95;87.260;0,5;21,11;28,01;37,58;50,10;66,73;43.900;58.250;78.160;104.200;138.790;;
13-1121;Meeting, Convention, and Event Planners*;;56.950;1,9;23,45;48.780;0,6;13,02;16,73;21,76;28,43;36,94;27.090;34.800;45.260;59.130;76.840;;
13-1141;Compensation, Benefits, and Job Analysis Specialists;;102.830;1,0;28,65;59.590;0,3;17,15;21,30;27,41;34,45;42,68;35.670;44.300;57.000;71.650;88.770;;
13-1151;Training and Development Specialists;;203.870;0,8;27,54;57.280;0,3;14,96;19,54;26,04;34,22;43,03;31.110;40.640;54.160;71.180;89.490;;
13-1161;Market Research Analysts and Marketing Specialists*;;261.780;0,9;32,14;66.850;0,6;16,03;21,08;29,12;40,59;53,58;33.350;43.840;60.570;84.430;111.440;;
13-1199;Business Operations Specialists, All Other*;;993.980;0,6;32,55;67.710;0,3;16,26;22,05;30,02;40,06;51,68;33.820;45.860;62.450;83.320;107.490;;
13-2011;Accountants and Auditors;;1.072.490;0,5;33,15;68.960;0,2;18,72;23,07;29,66;39,08;51,38;38.940;47.990;61.690;81.290;106.880;;
13-2021;Appraisers and Assessors of Real Estate;;62.560;2,2;26,07;54.230;1,3;12,46;16,74;23,32;32,42;43,58;25.920;34.830;48.500;67.440;90.650;;
13-2031;Budget Analysts;;58.290;1,2;33,97;70.660;0,3;21,57;26,31;32,79;40,85;48,88;44.860;54.730;68.200;84.960;101.660;;
13-2041;Credit Analysts;;62.680;3,1;32,78;68.180;0,8;17,21;21,40;28,29;39,12;54,01;35.800;44.510;58.850;81.370;112.340;;
13-2051;Financial Analysts;;220.810;1,2;41,36;86.040;0,7;21,39;27,07;35,75;47,71;68,13;44.490;56.310;74.350;99.230;141.700;;
13-2052;Personal Financial Advisors;;155.360;1,6;43,85;91.220;1,5;15,70;20,24;31,13;53,84;#;32.660;42.100;64.750;111.990;#;;
13-2053;Insurance Underwriters;;95.350;2,0;31,35;65.220;0,6;17,65;21,95;28,51;38,36;49,30;36.700;45.650;59.290;79.790;102.540;;
13-2061;Financial Examiners;;27.860;3,4;39,58;82.320;1,3;20,75;26,54;36,03;49,43;64,82;43.170;55.200;74.940;102.820;134.820;;
13-2071;Credit Counselors;;29.560;3,6;20,05;41.700;0,8;12,92;15,28;18,34;22,82;29,14;26.870;31.790;38.140;47.470;60.600;;
13-2072;Loan Officers;;283.330;1,2;31,68;65.900;1,0;14,87;19,44;27,16;38,53;54,02;30.930;40.430;56.490;80.140;112.370;;
13-2081;Tax Examiners and Collectors, and Revenue Agents;;68.530;0,4;26,36;54.830;0,2;14,20;18,21;23,73;32,91;44,35;29.540;37.870;49.360;68.440;92.250;;
13-2082;Tax Preparers;;56.990;3,5;17,82;37.060;1,5;8,83;10,88;14,90;22,30;30,95;18.360;22.620;30.990;46.390;64.380;;
13-2099;Financial Specialists, All Other;;154.640;1,2;32,17;66.920;0,6;17,31;21,79;29,32;39,28;50,01;36.000;45.330;60.980;81.700;104.010;;
15-0000;Computer and Mathematical Occupations;major;3.283.950;0,4;37,13;77.230;0,3;18,90;25,75;35,44;46,47;57,75;39.300;53.570;73.720;96.650;120.120;;
15-1111;Computer and Information Research Scientists;;24.900;3,0;49,59;103.150;1,3;27,71;36,98;48,39;60,19;73,61;57.630;76.920;100.660;125.200;153.120;;
15-1121;Computer Systems Analysts;;495.800;1,0;39,06;81.250;0,4;23,25;29,35;37,38;46,79;57,24;48.360;61.050;77.740;97.320;119.070;;
15-1131;Computer Programmers;;333.620;1,1;36,01;74.900;0,5;19,62;25,93;34,32;43,95;54,90;40.820;53.940;71.380;91.420;114.180;;
15-1132;Software Developers, Applications;;499.280;1,1;43,47;90.410;0,5;26,14;33,22;42,21;52,51;63,99;54.360;69.090;87.790;109.210;133.110;;
15-1133;Software Developers, Systems Software;;378.920;1,6;47,10;97.960;0,6;29,35;36,41;45,28;56,57;68,91;61.040;75.720;94.180;117.670;143.330;;
15-1141;Database Administrators;;104.080;1,0;36,41;75.730;0,7;19,99;26,08;35,33;45,76;55,61;41.570;54.250;73.490;95.170;115.660;;
15-1142;Network and Computer Systems Administrators*;;333.210;0,7;34,71;72.200;0,3;20,39;25,89;33,25;42,15;51,97;42.400;53.850;69.160;87.680;108.090;;
15-1150;Computer Support Specialists;;579.270;0,8;24,00;49.930;0,3;13,61;17,24;22,24;28,86;37,01;28.300;35.860;46.260;60.020;76.970;;
15-1179;Information Security Analysts, Web Developers, and Computer Network Architects;;243.330;1,1;38,16;79.370;0,4;20,76;27,52;36,37;46,95;57,67;43.190;57.240;75.660;97.660;119.940;;
15-1799;Computer Occupations, All Other*;;183.110;1,2;38,36;79.790;0,5;20,05;28,53;38,10;47,90;56,59;41.710;59.350;79.240;99.630;117.700;;
15-2011;Actuaries;;18.320;4,0;47,41;98.620;1,1;25,53;31,68;42,14;58,06;76,92;53.100;65.890;87.650;120.770;160.000;;
15-2021;Mathematicians;;2.830;5,2;48,20;100.260;2,2;25,41;33,83;47,78;57,98;73,85;52.850;70.370;99.380;120.590;153.620;;
15-2031;Operations Research Analysts;;62.210;1,8;37,01;76.980;0,7;19,19;25,02;34,12;46,04;59,02;39.920;52.030;70.960;95.760;122.750;;
15-2041;Statisticians;;22.830;2,4;36,57;76.070;0,9;18,80;24,82;35,02;46,79;57,26;39.090;51.630;72.830;97.330;119.100;;
15-2091;Mathematical Technicians;;960;7,8;23,64;49.170;3,7;13,46;16,09;21,58;28,15;36,68;27.990;33.470;44.880;58.540;76.280;;
15-2099;Mathematical Science Occupations, All Other;;1.290;7,3;34,02;70.760;7,7;15,26;19,09;26,21;37,68;62,86;31.730;39.700;54.510;78.370;130.750;;
17-0000;Architecture and Engineering Occupations;major;2.305.530;0,6;36,32;75.550;0,2;18,59;25,03;33,95;45,17;57,16;38.670;52.060;70.610;93.950;118.900;;
17-1011;Architects, Except Landscape and Naval;;87.700;1,6;37,75;78.530;0,7;20,61;26,27;34,88;44,72;57,45;42.860;54.650;72.550;93.020;119.500;;
17-1012;Landscape Architects;;16.680;4,4;32,15;66.880;1,5;17,73;22,68;29,85;39,03;48,81;36.880;47.160;62.090;81.190;101.530;;
17-1021;Cartographers and Photogrammetrists;;11.670;3,6;29,31;60.970;4,4;15,99;20,28;26,21;34,79;44,58;33.260;42.180;54.510;72.350;92.730;;
17-1022;Surveyors;;43.950;1,7;27,95;58.140;0,6;14,81;19,36;26,39;34,79;43,23;30.800;40.260;54.880;72.360;89.930;;
17-2011;Aerospace Engineers;;78.450;6,0;47,59;99.000;1,6;29,14;36,75;46,86;57,83;68,92;60.620;76.440;97.480;120.290;143.360;;
17-2021;Agricultural Engineers;;2.520;6,2;35,96;74.790;2,6;20,29;25,98;34,18;43,00;55,36;42.210;54.030;71.090;89.430;115.150;;
17-2031;Biomedical Engineers;;15.280;5,3;40,76;84.780;1,3;23,89;29,84;39,20;49,79;61,06;49.690;62.070;81.540;103.570;126.990;;
17-2041;Chemical Engineers;;28.720;2,9;45,48;94.590;0,9;27,17;34,11;43,42;54,15;67,15;56.520;70.940;90.300;112.630;139.670;;
17-2051;Civil Engineers;;249.120;1,1;39,56;82.280;0,4;24,31;29,61;37,29;47,11;57,37;50.560;61.590;77.560;97.990;119.320;;
17-2061;Computer Hardware Engineers;;66.960;3,1;48,85;101.600;0,9;29,50;37,29;47,50;59,44;71,10;61.360;77.570;98.810;123.630;147.890;;
17-2071;Electrical Engineers;;148.770;1,4;42,20;87.770;0,4;25,98;32,16;40,65;50,89;61,83;54.030;66.880;84.540;105.860;128.610;;
17-2072;Electronics Engineers, Except Computer;;133.660;1,6;44,58;92.730;0,5;27,82;34,30;43,35;53,78;64,94;57.860;71.340;90.170;111.860;135.080;;
17-2081;Environmental Engineers;;49.800;1,9;39,98;83.160;0,9;23,55;29,57;37,86;47,68;57,24;48.980;61.500;78.740;99.180;119.060;;
17-2111;Health and Safety Engineers, Except Mining Safety Engineers and Inspectors;;23.390;2,3;37,60;78.210;0,6;21,89;28,38;36,26;46,26;55,03;45.530;59.030;75.430;96.210;114.470;;
17-2112;Industrial Engineers;;202.990;1,2;37,72;78.450;0,3;23,89;29,50;36,59;44,74;54,25;49.700;61.360;76.100;93.070;112.830;;
17-2121;Marine Engineers and Naval Architects;;5.720;9,5;42,20;87.770;4,7;20,77;27,85;38,42;51,09;69,40;43.200;57.920;79.920;106.280;144.350;;
17-2131;Materials Engineers;;21.830;2,5;41,28;85.860;0,9;24,85;31,22;39,96;50,52;60,96;51.680;64.930;83.120;105.090;126.800;;
17-2141;Mechanical Engineers;;234.400;1,9;39,65;82.480;0,7;24,30;29,98;37,58;47,19;57,44;50.550;62.360;78.160;98.150;119.480;;
17-2151;Mining and Geological Engineers, Including Mining Safety Engineers;;6.270;5,0;41,99;87.350;2,2;23,54;30,62;39,84;49,83;62,36;48.950;63.700;82.870;103.640;129.700;;
17-2161;Nuclear Engineers;;18.610;8,2;48,80;101.500;1,0;32,33;40,00;48,04;56,72;68,41;67.250;83.200;99.920;117.980;142.290;;
17-2171;Petroleum Engineers;;28.210;4,7;61,53;127.970;2,2;30,52;41,31;54,85;76,24;#;63.480;85.930;114.080;158.580;#;;
17-2199;Engineers, All Other;;139.610;2,2;44,12;91.770;0,6;23,81;32,30;43,40;55,50;66,64;49.530;67.180;90.270;115.440;138.610;;
17-3011;Architectural and Civil Drafters;;89.670;1,6;23,43;48.740;0,4;14,42;17,82;22,32;28,20;34,69;29.990;37.070;46.430;58.660;72.150;;
17-3012;Electrical and Electronics Drafters;;27.960;2,6;26,90;55.960;0,9;16,33;20,19;25,49;32,66;39,90;33.960;42.000;53.020;67.920;82.990;;
17-3013;Mechanical Drafters;;64.440;1,7;24,62;51.200;0,6;15,22;18,65;23,46;29,17;36,10;31.660;38.800;48.810;60.670;75.080;;
17-3019;Drafters, All Other;;15.210;3,1;23,17;48.190;0,9;13,80;17,04;21,68;27,82;35,29;28.690;35.450;45.100;57.870;73.410;;
17-3021;Aerospace Engineering and Operations Technicians;;8.480;5,2;28,84;59.990;1,7;16,63;22,33;27,93;34,18;42,24;34.590;46.440;58.080;71.090;87.860;;
17-3022;Civil Engineering Technicians;;77.050;1,3;23,05;47.940;0,4;13,97;17,27;22,26;27,77;33,87;29.060;35.930;46.290;57.760;70.450;;
17-3023;Electrical and Electronics Engineering Technicians;;147.750;1,4;27,26;56.690;0,4;16,38;20,90;26,94;32,27;39,08;34.070;43.470;56.040;67.110;81.290;;
17-3024;Electro-Mechanical Technicians;;15.970;3,8;24,60;51.160;1,0;15,05;19,03;23,82;29,52;35,33;31.310;39.590;49.550;61.400;73.490;;
17-3025;Environmental Engineering Technicians;;18.450;3,5;22,51;46.820;0,9;13,46;16,61;20,86;27,01;34,62;28.000;34.550;43.390;56.180;72.020;;
17-3026;Industrial Engineering Technicians;;61.630;1,9;24,30;50.540;0,5;15,17;18,56;23,18;29,11;35,31;31.560;38.610;48.210;60.560;73.440;;
17-3027;Mechanical Engineering Technicians;;44.170;2,2;24,74;51.450;0,6;15,36;19,01;24,09;29,74;35,57;31.940;39.540;50.110;61.850;73.980;;
17-3029;Engineering Technicians, Except Drafters, All Other;;66.560;1,6;28,39;59.060;0,6;15,03;20,69;27,89;35,20;42,47;31.260;43.040;58.020;73.220;88.350;;
17-3031;Surveying and Mapping Technicians;;53.870;1,8;19,41;40.370;0,5;11,28;14,16;18,22;23,73;29,27;23.450;29.450;37.900;49.360;60.870;;
19-0000;Life, Physical, and Social Science Occupations;major;1.064.510;0,8;31,92;66.390;0,4;14,89;19,94;28,14;39,78;53,92;30.980;41.470;58.530;82.740;112.150;;
19-1011;Animal Scientists;;2.440;5,7;32,77;68.170;2,6;16,33;20,63;28,00;41,60;56,32;33.980;42.910;58.250;86.530;117.150;;
19-1012;Food Scientists and Technologists;;10.480;4,0;31,43;65.380;1,1;16,50;21,25;28,93;39,43;51,04;34.330;44.200;60.180;82.020;106.160;;
19-1013;Soil and Plant Scientists;;12.120;3,7;30,09;62.600;0,8;16,55;21,34;27,57;35,88;48,91;34.420;44.390;57.340;74.630;101.740;;
19-1021;Biochemists and Biophysicists;;22.800;4,1;41,63;86.580;1,3;20,70;27,18;38,17;51,16;68,47;43.050;56.540;79.390;106.410;142.420;;
19-1022;Microbiologists;;18.330;6,2;34,63;72.030;2,1;18,84;23,04;31,69;43,55;55,63;39.180;47.930;65.920;90.590;115.720;;
19-1023;Zoologists and Wildlife Biologists;;17.440;2,2;29,64;61.660;0,7;17,14;21,85;27,61;34,95;44,93;35.660;45.460;57.430;72.700;93.450;;
19-1029;Biological Scientists, All Other;;30.430;1,6;34,28;71.310;1,2;18,64;25,10;32,80;40,11;49,18;38.780;52.200;68.220;83.430;102.300;;
19-1031;Conservation Scientists;;18.880;1,5;29,42;61.200;0,4;17,33;21,71;28,51;35,86;43,00;36.050;45.150;59.310;74.590;89.440;;
19-1032;Foresters;;9.470;2,7;26,82;55.790;0,4;17,15;21,01;26,22;31,97;36,32;35.670;43.700;54.540;66.510;75.540;;
19-1041;Epidemiologists;;4.710;6,9;32,83;68.280;1,5;20,37;24,49;30,29;37,76;47,30;42.360;50.930;63.010;78.530;98.380;;
19-1042;Medical Scientists, Except Epidemiologists;;93.560;3,2;41,69;86.710;1,3;19,98;25,89;36,87;50,73;68,65;41.560;53.860;76.700;105.530;142.800;;
19-1099;Life Scientists, All Other;;10.610;4,2;34,67;72.120;1,8;18,17;22,47;29,97;43,67;59,93;37.790;46.750;62.340;90.830;124.650;;
19-2011;Astronomers;;1.840;10,9;44,88;93.340;3,1;23,42;27,78;41,95;60,70;74,75;48.710;57.790;87.260;126.250;155.480;;
19-2012;Physicists;;16.860;7,2;53,86;112.020;1,8;28,30;38,32;51,14;66,85;#;58.850;79.710;106.370;139.060;#;;
19-2021;Atmospheric and Space Scientists;;8.640;3,9;42,31;88.010;1,6;21,66;30,87;42,20;51,88;63,52;45.050;64.200;87.780;107.900;132.130;;
19-2031;Chemists;;80.180;1,9;35,21;73.240;0,6;18,87;24,04;32,85;44,40;55,83;39.250;50.010;68.320;92.360;116.130;;
19-2032;Materials Scientists;;8.390;5,0;41,49;86.300;1,1;22,02;30,18;40,73;51,98;62,53;45.810;62.780;84.720;108.110;130.070;;
19-2041;Environmental Scientists and Specialists, Including Health;;81.690;2,1;32,60;67.810;1,0;18,20;22,51;29,66;39,42;51,92;37.850;46.820;61.700;82.000;107.990;;
19-2042;Geoscientists, Except Hydrologists and Geographers;;30.830;3,1;44,89;93.380;1,4;21,07;27,80;39,66;55,51;77,36;43.820;57.820;82.500;115.460;160.910;;
19-2043;Hydrologists;;6.910;3,7;38,11;79.280;1,2;23,21;28,49;36,39;45,33;54,08;48.280;59.260;75.690;94.280;112.490;;
19-2099;Physical Scientists, All Other;;24.690;2,4;46,05;95.780;1,6;23,13;32,75;45,57;58,32;70,72;48.110;68.130;94.780;121.300;147.100;;
19-3011;Economists;;13.250;2,6;47,77;99.350;1,9;23,20;30,67;43,00;59,02;74,76;48.250;63.790;89.450;122.760;155.490;;
19-3022;Survey Researchers;;17.850;3,6;20,89;43.450;4,0;8,97;11,49;17,33;26,82;37,52;18.660;23.900;36.050;55.780;78.030;;
19-3031;Clinical, Counseling, and School Psychologists;;100.700;1,4;34,87;72.540;0,7;18,76;24,21;32,12;41,47;52,24;39.010;50.360;66.810;86.250;108.670;;
19-3032;Industrial-Organizational Psychologists;;1.420;14,3;54,82;114.040;11,1;23,67;32,39;41,99;66,55;#;49.230;67.370;87.330;138.420;#;;
19-3039;Psychologists, All Other;;10.690;3,3;41,59;86.510;1,5;19,81;31,11;43,22;51,00;57,66;41.200;64.710;89.900;106.090;119.940;;
19-3041;Sociologists;;3.710;8,5;38,53;80.130;2,4;21,16;26,69;34,79;46,64;62,44;44.000;55.520;72.360;97.010;129.870;;
19-3051;Urban and Regional Planners;;38.830;2,1;31,74;66.020;0,6;19,43;24,02;30,31;37,93;46,36;40.410;49.960;63.040;78.890;96.420;;
19-3091;Anthropologists and Archeologists;;5.100;3,7;27,90;58.040;1,7;15,05;18,80;26,07;35,01;43,00;31.310;39.110;54.230;72.820;89.440;;
19-3092;Geographers;;1.300;2,6;35,05;72.890;1,0;20,41;27,38;35,00;42,43;49,25;42.450;56.960;72.800;88.260;102.440;;
19-3093;Historians;;3.320;8,3;27,81;57.840;2,2;12,68;16,49;25,73;36,95;46,00;26.370;34.310;53.520;76.870;95.690;;
19-3094;Political Scientists;;4.470;3,6;51,89;107.930;3,0;23,42;34,52;51,65;65,75;74,76;48.720;71.800;107.420;136.770;155.490;;
19-3099;Social Scientists and Related Workers, All Other;;28.420;2,1;37,45;77.890;1,1;20,88;27,61;35,88;44,98;55,64;43.430;57.420;74.620;93.550;115.720;;
19-4011;Agricultural and Food Science Technicians;;16.890;3,6;16,89;35.140;0,8;10,45;12,58;15,75;20,09;25,29;21.730;26.170;32.760;41.790;52.600;;
19-4021;Biological Technicians;;72.940;2,5;20,07;41.740;0,6;11,99;14,77;18,76;24,10;30,24;24.930;30.730;39.020;50.120;62.890;;
19-4031;Chemical Technicians;;59.440;1,9;21,25;44.200;0,6;12,51;15,62;20,21;26,01;32,07;26.030;32.490;42.040;54.100;66.710;;
19-4041;Geological and Petroleum Technicians;;13.560;5,4;29,04;60.410;2,8;14,40;18,75;25,97;35,53;48,01;29.950;38.990;54.020;73.910;99.860;;
19-4051;Nuclear Technicians;;6.960;5,2;32,37;67.330;1,6;19,51;25,84;32,73;38,39;45,14;40.570;53.740;68.090;79.850;93.890;;
19-4061;Social Science Research Assistants;;25.830;2,7;19,28;40.090;2,1;10,28;13,42;17,90;22,83;29,24;21.370;27.910;37.230;47.480;60.810;;
19-4091;Environmental Science and Protection Technicians, Including Health;;28.480;2,1;21,36;44.440;0,7;12,78;15,77;19,90;25,93;32,52;26.590;32.790;41.380;53.940;67.630;;
19-4092;Forensic Science Technicians;;12.390;1,5;26,46;55.040;0,7;15,82;19,55;24,79;31,92;39,90;32.900;40.670;51.570;66.380;82.990;;
19-4093;Forest and Conservation Technicians;;32.290;0,7;17,72;36.860;0,3;11,99;13,45;16,05;21,14;25,86;24.930;27.990;33.390;43.970;53.780;;
19-4099;Life, Physical, and Social Science Technicians, All Other;;55.360;2,2;22,10;45.980;0,7;12,31;15,97;20,84;26,98;34,17;25.600;33.220;43.350;56.130;71.080;;
21-0000;Community and Social Service Occupations;major;1.901.180;0,4;20,76;43.180;0,4;10,96;14,20;18,89;25,79;33,48;22.800;29.530;39.280;53.650;69.640;;
21-1011;Substance Abuse and Behavioral Disorder Counselors;;77.940;2,2;19,62;40.810;1,2;11,87;14,55;18,33;23,13;29,04;24.690;30.270;38.120;48.100;60.400;;
21-1012;Educational, Guidance, School, and Vocational Counselors;;246.890;1,1;26,91;55.970;0,8;15,21;19,59;25,67;32,99;41,47;31.630;40.750;53.380;68.620;86.250;;
21-1013;Marriage and Family Therapists;;33.050;9,3;22,85;47.530;2,2;11,48;16,55;21,98;27,96;34,75;23.870;34.420;45.720;58.150;72.280;;
21-1014;Mental Health Counselors;;110.300;1,6;19,88;41.360;0,6;11,63;14,43;18,34;23,94;30,59;24.180;30.010;38.150;49.800;63.630;;
21-1015;Rehabilitation Counselors;;111.490;1,5;17,24;35.850;0,6;9,98;12,13;15,55;20,69;27,27;20.770;25.230;32.350;43.030;56.720;;
21-1019;Counselors, All Other;;28.140;2,3;21,33;44.380;0,9;11,32;15,26;20,02;26,91;33,19;23.540;31.740;41.650;55.970;69.040;;
21-1021;Child, Family, and School Social Workers;;276.100;0,8;21,08;43.850;0,8;12,58;15,52;19,33;25,21;32,71;26.170;32.270;40.210;52.450;68.030;;
