occ_code;occ_title;group;tot_emp;emp_prse;h_mean;a_mean;mean_prse;h_pct10;h_pct25;h_median;h_pct75;h_pct90;a_pct10;a_pct25;a_median;a_pct75;a_pct90;annual;hourly
11-9131;Postmasters and mail superintendents;;         26580;       0.0;         26.74;         55630;           0.1;         18.38;         22.19;         26.82;         30.88;         36.82;         38230;         46160;         55790;         64230;         76590;;
11-9141;Property, real estate, and community association managers;;        156880;       1.5;         25.14;         52290;           1.0;          9.68;         13.80;         20.71;         30.86;         45.75;         20140;         28700;         43070;         64200;         95170;;
11-9151;Social and community service managers;;        112360;       0.9;         26.97;         56090;           0.5;         14.93;         18.86;         25.03;         32.47;         42.59;         31050;         39240;         52070;         67540;         88600;;
11-9199;Managers, all other;;        326390;       0.9;         41.95;         87250;           0.4;         20.77;         28.41;         39.66;         52.75;         66.43;         43190;         59100;         82490;        109720;        138170;;
13-0000;Business and financial operations occupations;major;       5826140;       0.3;         28.85;         60000;           0.2;         14.72;         19.16;         25.81;         34.93;         46.10;         30620;         39860;         53690;         72650;         95890;;
13-1011;Agents and business managers of artists, performers, and athletes;;         11130;       6.6;         40.42;         84070;           4.6;         13.88;         18.10;         31.01;         55.00;#;         28870;         37640;         64500;        114400;#;;
13-1021;Purchasing agents and buyers, farm products;;         13110;       3.3;         25.83;         53730;           1.7;         12.75;         16.72;         22.49;         30.82;         42.62;         26520;         34770;         46770;         64100;         88650;;
13-1022;Wholesale and retail buyers, except farm products;;        137310;       1.8;         24.52;         51010;           0.7;         12.63;         16.17;         21.46;         29.13;         39.94;         26270;         33640;         44640;         60590;         83080;;
13-1023;Purchasing agents, except wholesale, retail, and farm products;;        275910;       0.6;         26.04;         54160;           0.2;         15.07;         18.75;         24.39;         32.08;         40.34;         31350;         39000;         50730;         66730;         83900;;
13-1031;Claims adjusters, examiners, and investigators;;        279240;       1.4;         25.36;         52750;           0.4;         14.85;         18.52;         24.36;         31.35;         38.06;         30890;         38520;         50660;         65210;         79170;;
13-1032;Insurance appraisers, auto damage;;         12630;       6.6;         24.03;         49980;           0.8;         16.45;         19.65;         23.65;         27.80;         32.90;         34220;         40870;         49180;         57830;         68420;;
13-1041;Compliance officers, except agriculture, construction, health and safety, and transportation;;        222080;       0.7;         24.47;         50890;           0.3;         13.39;         16.31;         22.62;         30.17;         38.64;         27860;         33920;         47050;         62760;         80380;;
13-1051;Cost estimators;;        216900;       0.9;         27.32;         56820;           0.3;         15.19;         19.38;         25.45;         33.39;         42.46;         31600;         40320;         52940;         69460;         88310;;
13-1061;Emergency management specialists;;         11330;       2.9;         24.26;         50450;           0.9;         12.35;         16.92;         22.79;         30.29;         38.87;         25690;         35200;         47410;         63010;         80850;;
13-1071;Employment, recruitment, and placement specialists;;        186620;       2.1;         24.07;         50070;           1.2;         12.78;         15.75;         20.40;         28.04;         39.27;         26590;         32770;         42420;         58320;         81680;;
13-1072;Compensation, benefits, and job analysis specialists;;        103870;       1.2;         25.72;         53500;           0.5;         15.47;         18.94;         24.15;         30.67;         38.53;         32180;         39400;         50230;         63800;         80150;;
13-1073;Training and development specialists;;        197050;       0.9;         24.57;         51100;           0.4;         13.20;         17.30;         22.99;         30.39;         38.77;         27450;         35980;         47830;         63200;         80630;;
13-1079;Human resources, training, and labor relations specialists, all other;;        204290;       1.4;         26.30;         54700;           0.6;         12.50;         18.74;         25.13;         33.39;         42.61;         26000;         38980;         52270;         69450;         88630;;
13-1081;Logisticians;;         79570;       1.4;         31.56;         65640;           0.5;         18.95;         24.04;         30.49;         38.05;         46.65;         39410;         50000;         63430;         79150;         97020;;
13-1111;Management analysts;;        476070;       1.2;         37.15;         77270;           0.6;         19.15;         24.45;         32.72;         44.42;         61.70;         39840;         50860;         68050;         92390;        128330;;
13-1121;Meeting and convention planners;;         42510;       2.2;         21.92;         45580;           0.8;         12.44;         15.79;         20.28;         26.46;         34.11;         25880;         32840;         42180;         55040;         70950;;
13-1199;Business operations specialists, all other;;        983340;       0.7;         28.96;         60240;           0.3;         14.46;         19.56;         26.76;         35.91;         46.44;         30070;         40680;         55650;         74700;         96590;;
13-2011;Accountants and auditors;;       1092960;       0.6;         29.17;         60670;           0.3;         16.57;         20.44;         26.26;         34.59;         45.22;         34470;         42520;         54630;         71960;         94050;;
13-2021;Appraisers and assessors of real estate;;         66420;       2.7;         24.57;         51110;           1.5;         11.54;         15.42;         21.38;         30.99;         41.42;         24000;         32080;         44460;         64460;         86140;;
13-2031;Budget analysts;;         58100;       1.3;         30.73;         63920;           0.6;         19.26;         23.59;         29.53;         37.02;         44.75;         40070;         49070;         61430;         77000;         93080;;
13-2041;Credit analysts;;         66690;       2.1;         28.94;         60190;           1.1;         14.72;         18.50;         25.17;         35.17;         48.21;         30620;         38480;         52350;         73150;        100280;;
13-2051;Financial analysts;;        196960;       1.5;         37.16;         77280;           0.7;         19.40;         24.38;         32.02;         43.60;         62.56;         40340;         50700;         66590;         90690;        130130;;
13-2052;Personal financial advisors;;        119690;       2.1;         41.70;         86730;           1.4;         15.55;         21.22;         31.79;         54.93;#;         32340;         44130;         66120;        114260;#;;
13-2053;Insurance underwriters;;         99430;       2.3;         27.86;         57960;           0.7;         15.52;         19.23;         25.17;         34.17;         44.35;         32270;         40000;         52350;         71070;         92240;;
13-2061;Financial examiners;;         24430;       2.3;         34.25;         71240;           1.6;         16.72;         22.36;         31.43;         43.93;         56.73;         34790;         46510;         65370;         91380;        118000;;
13-2071;Loan counselors;;         30430;       3.9;         20.12;         41840;           1.6;         12.02;         14.02;         17.21;         22.62;         31.43;         24990;         29150;         35790;         47040;         65370;;
13-2072;Loan officers;;        359260;       1.1;         29.77;         61930;           0.6;         14.23;         18.07;         24.89;         35.40;         51.46;         29590;         37590;         51760;         73630;        107040;;
13-2081;Tax examiners, collectors, and revenue agents;;         75160;       0.6;         23.89;         49690;           0.3;         13.12;         16.75;         21.93;         30.06;         39.37;         27290;         34840;         45620;         62530;         81890;;
13-2082;Tax preparers;;         62860;       4.8;         15.94;         33160;           2.2;          7.73;          9.80;         13.15;         19.15;         27.23;         16080;         20380;         27360;         39830;         56640;;
13-2099;Financial specialists, all other;;        120790;       2.6;         28.65;         59600;           0.8;         14.77;         18.97;         25.81;         34.99;         45.48;         30720;         39470;         53680;         72780;         94600;;
15-0000;Computer and mathematical occupations;major;       3076200;       0.5;         33.29;         69240;           0.3;         17.06;         23.12;         31.80;         41.98;         52.52;         35490;         48090;         66130;         87310;        109240;;
15-1011;Computer and information scientists, research;;         27650;       3.2;         46.36;         96440;           1.5;         25.77;         34.58;         45.17;         56.78;         69.66;         53590;         71930;         93950;        118100;        144880;;
15-1021;Computer programmers;;        396020;       1.3;         33.42;         69500;           0.6;         18.49;         23.84;         31.50;         40.91;         51.26;         38460;         49580;         65510;         85080;        106610;;
15-1031;Computer software engineers, applications;;        472520;       1.4;         39.42;         82000;           0.4;         23.73;         30.20;         38.36;         47.34;         57.58;         49350;         62830;         79780;         98470;        119770;;
15-1032;Computer software engineers, systems software;;        329060;       1.8;         41.95;         87250;           0.5;         25.76;         32.51;         41.04;         50.64;         60.46;         53580;         67620;         85370;        105330;        125750;;
15-1041;Computer support specialists;;        514460;       0.9;         21.32;         44350;           0.4;         12.16;         15.44;         19.94;         25.79;         32.95;         25290;         32110;         41470;         53640;         68540;;
15-1051;Computer systems analysts;;        446460;       1.1;         34.73;         72230;           0.3;         20.57;         26.12;         33.54;         42.11;         51.36;         42780;         54320;         69760;         87600;        106820;;
15-1061;Database administrators;;        109840;       1.2;         32.43;         67460;           0.4;         17.96;         23.35;         31.09;         40.78;         49.52;         37350;         48560;         64670;         84830;        103010;;
15-1071;Network and computer systems administrators;;        289520;       0.8;         31.37;         65260;           0.3;         18.56;         23.33;         29.87;         38.06;         46.67;         38610;         48520;         62130;         79160;         97080;;
15-1081;Network systems and data communications analysts;;        203710;       1.4;         32.43;         67460;           0.4;         18.47;         23.80;         31.06;         39.73;         48.92;         38410;         49510;         64600;         82630;        101740;;
15-1099;Computer specialists, all other;;        180270;       1.8;         33.35;         69370;           1.2;         17.07;         24.50;         32.97;         41.88;         49.65;         35500;         50950;         68570;         87120;        103270;;
15-2011;Actuaries;;         16620;       4.6;         44.14;         91810;           1.3;         22.34;         28.23;         39.81;         55.08;#;         46470;         58710;         82800;        114570;#;;
15-2021;Mathematicians;;          2840;       7.1;         41.72;         86780;           2.4;         20.91;         30.27;         41.79;         51.08;         63.55;         43500;         62970;         86930;        106250;        132190;;
15-2031;Operations research analysts;;         56170;       1.8;         33.22;         69100;           0.7;         18.63;         23.47;         31.08;         41.23;         52.06;         38760;         48820;         64650;         85760;        108290;;
15-2041;Statisticians;;         19660;       2.4;         33.21;         69080;           1.6;         17.79;         23.31;         31.60;         42.23;         52.22;         37010;         48480;         65720;         87850;        108630;;
15-2091;Mathematical technicians;;          1210;       7.9;         22.12;         46010;           4.3;         12.43;         14.42;         18.21;         24.95;         34.63;         25860;         29990;         37880;         51890;         72040;;
15-2099;Mathematical scientists, all other;;         10190;      16.5;         31.21;         64920;           1.4;         17.06;         23.28;         30.56;         37.28;         44.81;         35480;         48420;         63570;         77540;         93210;;
17-0000;Architecture and engineering occupations;major;       2430250;       0.6;         31.82;         66190;           0.2;         16.33;         22.09;         30.00;         40.03;         50.12;         33970;         45960;         62390;         83250;        104250;;
17-1011;Architects, except landscape and naval;;        101010;       1.9;         33.54;         69760;           0.7;         18.95;         23.93;         30.84;         40.12;         50.46;         39420;         49780;         64150;         83450;        104970;;
17-1012;Landscape architects;;         22130;       5.0;         29.08;         60480;           1.8;         16.46;         20.54;         26.51;         35.21;         45.87;         34230;         42720;         55140;         73240;         95420;;
17-1021;Cartographers and photogrammetrists;;         11430;       4.8;         25.29;         52600;           1.7;         14.86;         18.02;         23.19;         31.37;         38.71;         30910;         37480;         48240;         65240;         80520;;
17-1022;Surveyors;;         56820;       2.1;         24.71;         51390;           0.7;         12.83;         17.17;         23.22;         30.76;         38.42;         26690;         35720;         48290;         63990;         79910;;
17-2011;Aerospace engineers;;         86720;       6.4;         42.92;         89260;           0.8;         28.66;         34.31;         42.12;         51.18;         59.88;         59610;         71360;         87610;        106450;        124550;;
17-2021;Agricultural engineers;;          3050;       5.9;         32.60;         67810;           1.1;         20.38;         25.50;         31.75;         38.64;         46.28;         42390;         53040;         66030;         80370;         96270;;
17-2031;Biomedical engineers;;         14030;       5.2;         37.51;         78030;           2.1;         21.60;         27.13;         35.54;         44.92;         55.93;         44930;         56420;         73930;         93420;        116330;;
17-2041;Chemical engineers;;         29060;       2.7;         39.23;         81600;           0.9;         24.07;         30.01;         37.91;         47.16;         57.05;         50060;         62410;         78860;         98100;        118670;;
17-2051;Civil engineers;;        236690;       1.2;         34.67;         72120;           0.4;         21.55;         26.21;         32.98;         41.47;         50.20;         44810;         54520;         68600;         86260;        104420;;
17-2061;Computer hardware engineers;;         74480;       4.2;         43.88;         91280;           0.9;         25.92;         33.42;         42.54;         53.38;         65.03;         53910;         69500;         88470;        111030;        135260;;
17-2071;Electrical engineers;;        147670;       1.6;         37.93;         78900;           0.5;         23.62;         29.15;         36.50;         45.22;         55.40;         49120;         60640;         75930;         94050;        115240;;
17-2072;Electronics engineers, except computer;;        131880;       1.9;         39.82;         82820;           0.5;         25.03;         30.98;         38.97;         47.90;         57.64;         52050;         64440;         81050;         99630;        119900;;
17-2081;Environmental engineers;;         51370;       2.4;         34.90;         72590;           0.8;         20.76;         26.03;         33.63;         42.54;         51.07;         43180;         54150;         69940;         88480;        106230;;
17-2111;Health and safety engineers, except mining safety engineers and inspectors;;         24620;       2.9;         32.89;         68400;           0.6;         19.73;         24.82;         31.87;         40.02;         48.15;         41050;         51630;         66290;         83240;        100160;;
17-2112;Industrial engineers;;        198340;       1.3;         33.96;         70630;           0.3;         21.53;         26.47;         32.99;         40.79;         48.55;         44790;         55060;         68620;         84850;        100980;;
17-2121;Marine engineers and naval architects;;          7810;      10.2;         36.25;         75400;           1.7;         21.73;         27.06;         35.09;         43.65;         54.48;         45200;         56280;         72990;         90790;        113320;;
17-2131;Materials engineers;;         21230;       3.4;         36.52;         75960;           0.9;         22.17;         27.81;         35.57;         44.33;         53.91;         46120;         57850;         73990;         92210;        112140;;
17-2141;Mechanical engineers;;        217500;       1.6;         34.89;         72580;           0.4;         21.72;         26.65;         33.58;         42.09;         50.43;         45170;         55420;         69850;         87550;        104900;;
17-2151;Mining and geological engineers, including mining safety engineers;;          6810;       8.0;         37.32;         77620;           2.5;         20.21;         26.15;         34.69;         45.25;         61.74;         42040;         54390;         72160;         94110;        128410;;
17-2161;Nuclear engineers;;         14870;      11.1;         44.25;         92040;           1.3;         31.36;         37.46;         43.38;         50.82;         59.86;         65220;         77920;         90220;        105710;        124510;;
17-2171;Petroleum engineers;;         15060;       5.4;         48.86;        101620;           1.3;         27.86;         36.48;         47.30;         59.20;#;         57960;         75880;         98380;        123130;#;;
17-2199;Engineers, all other;;        155620;       3.1;         39.30;         81750;           0.5;         22.15;         30.15;         39.26;         48.23;         57.98;         46080;         62710;         81660;        100320;        120610;;
17-3011;Architectural and civil drafters;;        107110;       1.6;         21.11;         43900;           0.5;         12.99;         16.13;         20.17;         25.11;         30.44;         27010;         33550;         41960;         52220;         63310;;
17-3012;Electrical and electronics drafters;;         32440;       2.0;         23.85;         49610;           0.7;         14.08;         17.63;         22.51;         28.92;         35.81;         29290;         36660;         46830;         60160;         74490;;
17-3013;Mechanical drafters;;         72950;       2.3;         22.10;         45960;           0.8;         13.57;         16.67;         21.01;         26.50;         32.63;         28230;         34680;         43700;         55130;         67860;;
17-3019;Drafters, all other;;         22800;       3.8;         21.87;         45480;           1.7;         12.66;         16.03;         20.70;         26.89;         33.56;         26340;         33340;         43060;         55920;         69810;;
17-3021;Aerospace engineering and operations technicians;;          8280;      10.1;         26.19;         54480;           1.5;         16.62;         20.89;         25.62;         30.72;         35.99;         34570;         43440;         53300;         63900;         74860;;
17-3022;Civil engineering technicians;;         86730;       1.4;         20.37;         42380;           0.6;         12.14;         15.05;         19.50;         24.63;         30.25;         25250;         31310;         40560;         51230;         62920;;
17-3023;Electrical and electronic engineering technicians;;        166340;       1.4;         24.44;         50840;           0.4;         14.48;         18.88;         24.35;         29.07;         35.19;         30120;         39270;         50660;         60470;         73200;;
17-3024;Electro-mechanical technicians;;         15310;       3.3;         22.37;         46540;           1.0;         14.34;         17.18;         21.50;         27.10;         33.03;         29830;         35730;         44720;         56360;         68700;;
17-3025;Environmental engineering technicians;;         20600;       3.8;         20.72;         43100;           1.0;         12.07;         14.87;         19.50;         25.60;         31.79;         25110;         30920;         40560;         53250;         66120;;
17-3026;Industrial engineering technicians;;         73640;       3.5;         24.48;         50920;           1.3;         14.52;         17.81;         22.51;         29.26;         38.07;         30190;         37040;         46810;         60860;         79180;;
17-3027;Mechanical engineering technicians;;         46660;       2.6;         22.94;         47710;           0.6;         14.31;         17.68;         22.04;         27.55;         33.70;         29770;         36770;         45850;         57310;         70090;;
17-3029;Engineering technicians, except drafters, all other;;         78260;       2.5;         25.89;         53850;           0.6;         14.68;         20.14;         26.08;         31.76;         37.06;         30530;         41900;         54250;         66070;         77080;;
17-3031;Surveying and mapping technicians;;         70940;       1.7;         16.63;         34590;           0.5;          9.62;         12.06;         15.55;         20.31;         25.63;         20020;         25070;         32340;         42230;         53310;;
19-0000;Life, physical, and social science occupations;major;       1231070;       0.7;         28.68;         59660;           0.4;         13.70;         18.19;         25.49;         35.93;         48.61;         28490;         37830;         53010;         74730;        101110;;
19-1011;Animal scientists;;          3930;      10.2;         25.59;         53230;           2.6;         15.17;         18.24;         22.98;         30.27;         39.15;         31540;         37930;         47800;         62950;         81430;;
19-1012;Food scientists and technologists;;          8770;       4.1;         28.49;         59260;           1.6;         14.24;         18.14;         25.87;         37.00;         46.80;         29620;         37740;         53810;         76960;         97350;;
19-1013;Soil and plant scientists;;         10720;       4.5;         28.52;         59330;           1.0;         16.18;         20.39;         26.96;         34.62;         44.93;         33650;         42410;         56080;         72020;         93460;;
19-1021;Biochemists and biophysicists;;         18680;       5.7;         38.90;         80900;           1.8;         19.62;         25.67;         36.69;         48.11;         62.27;         40820;         53390;         76320;        100060;        129510;;
19-1022;Microbiologists;;         15730;       4.0;         31.35;         65200;           1.8;         17.05;         21.08;         27.87;         38.73;         52.05;         35460;         43850;         57980;         80550;        108270;;
19-1023;Zoologists and wildlife biologists;;         18000;       5.1;         26.98;         56120;           0.7;         15.77;         19.90;         25.63;         32.31;         40.67;         32800;         41400;         53300;         67200;         84580;;
19-1029;Biological scientists, all other;;         25220;       2.8;         30.56;         63560;           1.0;         16.49;         22.56;         29.30;         36.45;         45.74;         34300;         46920;         60940;         75810;         95130;;
19-1031;Conservation scientists;;         16000;       3.9;         26.64;         55410;           1.2;         14.36;         19.69;         26.43;         32.91;         38.59;         29860;         40950;         54970;         68460;         80260;;
19-1032;Foresters;;         10760;       2.9;         25.22;         52450;           0.6;         16.10;         19.65;         24.61;         29.95;         35.85;         33490;         40870;         51190;         62290;         74570;;
19-1041;Epidemiologists;;          4120;       4.7;         28.99;         60290;           1.5;         17.75;         21.74;         27.25;         34.18;         41.97;         36920;         45220;         56670;         71080;         87300;;
19-1042;Medical scientists, except epidemiologists;;         78210;       4.1;         33.82;         70350;           1.8;         17.06;         21.55;         29.66;         42.37;         56.50;         35490;         44830;         61680;         88130;        117520;;
19-1099;Life scientists, all other;;         12830;       5.2;         31.00;         64480;           2.0;         15.84;         20.11;         27.39;         38.06;         50.38;         32950;         41820;         56970;         79160;        104780;;
19-2011;Astronomers;;          1430;      11.3;         45.67;         95000;           2.1;         21.44;         29.83;         46.03;         60.30;#;         44590;         62050;         95740;        125420;#;;
19-2012;Physicists;;         15420;       6.1;         45.95;         95580;           1.0;         25.04;         35.05;         45.31;         56.29;         69.03;         52070;         72910;         94240;        117080;        143570;;
19-2021;Atmospheric and space scientists;;          8250;       4.6;         37.41;         77810;           2.0;         18.79;         26.70;         37.09;         46.39;         57.55;         39090;         55530;         77150;         96490;        119700;;
19-2031;Chemists;;         80500;       1.8;         31.75;         66040;           1.1;         17.06;         21.53;         28.78;         39.72;         51.11;         35480;         44780;         59870;         82610;        106310;;
19-2032;Materials scientists;;          9390;       7.0;         37.02;         77010;           1.3;         20.10;         26.53;         35.87;         46.54;         57.05;         41810;         55170;         74610;         96800;        118670;;
19-2041;Environmental scientists and specialists, including health;;         77720;       2.8;         29.38;         61120;           1.0;         16.63;         20.60;         26.97;         35.81;         45.51;         34590;         42840;         56100;         74480;         94670;;
19-2042;Geoscientists, except hydrologists and geographers;;         28980;       4.0;         38.41;         79890;           1.4;         19.11;         24.93;         34.93;         48.39;         65.36;         39740;         51860;         72660;        100650;        135950;;
19-2043;Hydrologists;;          7740;       4.5;         32.80;         68230;           1.0;         20.23;         24.70;         31.86;         39.49;         47.27;         42080;         51370;         66260;         82140;         98320;;
19-2099;Physical scientists, all other;;         21380;       4.8;         41.01;         85310;           2.0;         19.93;         28.47;         40.12;         52.61;         65.45;         41440;         59210;         83450;        109430;        136130;;
19-3011;Economists;;         12970;       2.6;         40.14;         83500;           1.5;         20.33;         26.80;         37.03;         49.76;         65.65;         42280;         55740;         77010;        103500;        136550;;
19-3021;Market research analysts;;        213590;       1.2;         31.70;         65930;           0.8;         15.51;         20.29;         28.28;         40.42;         54.09;         32250;         42190;         58820;         84070;        112510;;
19-3022;Survey researchers;;         24140;       7.7;         19.08;         39680;           3.1;          8.04;         10.65;         16.04;         24.50;         35.40;         16720;         22150;         33360;         50960;         73630;;
19-3031;Clinical, counseling, and school psychologists;;         97330;       2.2;         31.78;         66110;           1.5;         16.96;         21.78;         28.58;         37.38;         49.39;         35280;         45300;         59440;         77750;        102730;;
19-3032;Industrial-organizational psychologists;;          1140;      14.1;         43.23;         89920;           3.8;         23.26;         31.88;         41.55;         55.29;         67.13;         48380;         66310;         86420;        115000;        139620;;
19-3039;Psychologists, all other;;          7960;       4.0;         38.63;         80360;           3.8;         15.97;         25.88;         36.69;         46.07;         59.54;         33220;         53820;         76310;         95820;        123840;;
19-3041;Sociologists;;          3440;      10.9;         32.83;         68300;           4.1;         17.69;         21.45;         28.99;         42.42;         55.66;         36790;         44610;         60290;         88240;        115770;;
19-3051;Urban and regional planners;;         32640;       1.9;         28.33;         58940;           0.6;         17.12;         21.39;         27.22;         34.32;         41.77;         35610;         44480;         56630;         71390;         86880;;
19-3091;Anthropologists and archeologists;;          4960;       5.8;         25.43;         52900;           1.4;         13.92;         17.38;         24.00;         32.02;         39.18;         28940;         36150;         49930;         66610;         81490;;
19-3092;Geographers;;           960;       3.8;         30.64;         63720;           1.4;         18.04;         24.10;         30.28;         37.39;         45.16;         37530;         50120;         62990;         77770;         93930;;
19-3093;Historians;;          3090;       5.2;         25.36;         52750;           2.4;         11.28;         16.13;         23.33;         33.33;         43.24;         23450;         33550;         48520;         69320;         89940;;
19-3094;Political scientists;;          3970;       8.5;         41.52;         86370;           3.3;         17.66;         26.97;         43.34;         55.65;         64.00;         36730;         56100;         90140;        115750;        133120;;
19-3099;Social scientists and related workers, all other;;         31110;       2.6;         32.56;         67720;           1.2;         18.38;         23.97;         31.21;         39.24;         49.71;         38230;         49860;         64920;         81610;        103390;;
19-4011;Agricultural and food science technicians;;         19220;       4.3;         16.20;         33700;           0.9;         10.02;         12.33;         15.26;         19.17;         23.69;         20850;         25640;         31730;         39870;         49270;;
19-4021;Biological technicians;;         71590;       2.7;         18.38;         38240;           0.6;         11.38;         13.74;         17.17;         22.01;         27.83;         23670;         28580;         35710;         45770;         57890;;
19-4031;Chemical technicians;;         59900;       1.9;         19.70;         40970;           0.6;         11.81;         14.73;         18.87;         23.98;         28.90;         24560;         30640;         39240;         49870;         60120;;
19-4041;Geological and petroleum technicians;;         11280;       7.9;         24.76;         51490;           4.3;         10.59;         15.17;         22.19;         30.64;         42.38;         22020;         31560;         46160;         63740;         88150;;
19-4051;Nuclear technicians;;          6400;       6.9;         31.14;         64760;           1.2;         20.46;         26.08;         31.49;         36.81;         42.91;         42550;         54240;         65500;         76570;         89240;;
19-4061;Social science research assistants;;         15840;       5.4;         17.23;         35840;           2.4;          9.85;         12.63;         16.28;         20.82;         26.41;         20500;         26270;         33860;         43310;         54930;;
