OCC_CODE;OCC_TITLE;GROUP;TOT_EMP;EMP_PRSE;H_MEAN;A_MEAN;MEAN_PRSE;H_PCT10;H_PCT25;H_MEDIAN;H_PCT75;H_PCT90;A_PCT10;A_PCT25;A_MEDIAN;A_PCT75;A_PCT90;ANNUAL;HOURLY
13-1023;Purchasing Agents, Except Wholesale, Retail, and Farm Products;;274.540;0,6;29,46;61.280;0,2;17,13;21,36;27,68;36,00;44,72;35.640;44.420;57.580;74.880;93.020;;
13-1031;Claims Adjusters, Examiners, and Investigators;;263.810;1,2;29,38;61.110;0,5;17,45;21,82;28,52;35,68;43,07;36.310;45.390;59.320;74.210;89.590;;
13-1032;Insurance Appraisers, Auto Damage;;10.950;4,8;28,41;59.080;1,7;19,62;23,59;27,42;33,14;39,88;40.800;49.070;57.020;68.930;82.940;;
13-1041;Compliance Officers;;210.510;0,6;30,66;63.760;0,3;16,79;21,80;29,20;37,29;46,48;34.920;45.330;60.740;77.570;96.680;;
13-1051;Cost Estimators;;187.730;0,8;30,13;62.670;0,3;16,59;21,33;28,10;36,71;46,13;34.510;44.370;58.460;76.360;95.950;;
13-1074;Farm Labor Contractors;;960;10,2;17,17;35.720;4,8;8,55;10,80;14,02;20,98;29,49;17.790;22.460;29.150;43.640;61.330;;
13-1078;Human Resources, Training, and Labor Relations Specialists, All Other*;;436.090;0,7;28,31;58.890;0,3;14,35;19,21;26,11;35,33;45,53;29.850;39.960;54.310;73.490;94.700;;
13-1081;Logisticians;;112.310;1,2;35,99;74.860;0,5;21,55;27,16;34,57;43,41;53,23;44.830;56.490;71.910;90.290;110.720;;
13-1111;Management Analysts;;538.950;0,8;42,30;87.980;0,5;21,12;28,14;37,74;50,58;68,16;43.920;58.530;78.490;105.210;141.780;;
13-1121;Meeting, Convention, and Event Planners*;;64.020;1,9;23,96;49.840;0,6;13,18;17,05;22,13;28,90;37,75;27.410;35.470;46.020;60.100;78.530;;
13-1141;Compensation, Benefits, and Job Analysis Specialists;;94.710;1,0;29,34;61.030;0,3;17,71;21,63;27,86;35,18;43,86;36.830;44.990;57.960;73.170;91.220;;
13-1151;Training and Development Specialists;;205.680;0,8;28,14;58.540;0,3;15,27;19,82;26,51;35,00;44,14;31.760;41.230;55.150;72.800;91.820;;
13-1161;Market Research Analysts and Marketing Specialists*;;318.190;0,8;32,27;67.130;0,5;16,10;21,12;28,97;40,71;54,12;33.490;43.930;60.250;84.690;112.560;;
13-1199;Business Operations Specialists, All Other*;;967.250;0,6;33,21;69.070;0,3;16,48;22,65;30,78;41,03;52,88;34.280;47.110;64.030;85.350;109.990;;
13-2011;Accountants and Auditors;;1.085.150;0,5;33,72;70.130;0,2;19,06;23,52;30,22;40,01;52,82;39.640;48.920;62.850;83.210;109.870;;
13-2021;Appraisers and Assessors of Real Estate;;60.930;2,2;26,18;54.460;1,2;12,13;16,70;23,49;33,07;44,01;25.220;34.740;48.870;68.780;91.540;;
13-2031;Budget Analysts;;57.110;1,2;34,35;71.450;0,3;21,81;26,57;33,22;41,60;49,17;45.360;55.260;69.090;86.540;102.280;;
13-2041;Credit Analysts;;59.140;1,8;33,48;69.640;0,8;17,59;22,06;29,20;40,01;55,41;36.590;45.880;60.730;83.210;115.240;;
13-2051;Financial Analysts;;226.340;1,2;42,18;87.740;0,7;22,26;27,84;36,37;48,62;69,99;46.300;57.900;75.650;101.120;145.580;;
13-2052;Personal Financial Advisors;;161.790;1,6;43,70;90.900;1,5;15,78;20,75;32,01;53,79;#;32.810;43.160;66.580;111.880;#;;
13-2053;Insurance Underwriters;;92.840;2,0;32,46;67.520;0,6;18,14;22,59;29,25;39,83;51,67;37.720;46.980;60.830;82.840;107.460;;
13-2061;Financial Examiners;;28.050;3,1;40,20;83.620;1,4;20,92;26,92;36,18;50,72;66,68;43.520;55.990;75.250;105.490;138.700;;
13-2071;Credit Counselors;;29.400;3,1;20,16;41.940;0,8;12,97;15,46;18,48;22,91;29,39;26.980;32.150;38.430;47.650;61.140;;
13-2072;Loan Officers;;284.530;1,3;32,67;67.960;1,1;15,44;20,14;27,90;39,35;55,50;32.110;41.890;58.030;81.850;115.450;;
13-2081;Tax Examiners and Collectors, and Revenue Agents;;67.970;0,4;26,67;55.480;0,3;14,42;18,46;24,10;33,08;44,55;29.990;38.400;50.130;68.810;92.650;;
13-2082;Tax Preparers;;59.180;3,6;18,95;39.410;1,6;8,91;11,08;15,54;23,59;34,35;18.540;23.050;32.320;49.070;71.450;;
13-2099;Financial Specialists, All Other;;152.200;1,3;31,59;65.700;0,6;17,01;21,33;28,76;38,44;49,84;35.370;44.370;59.810;79.960;103.660;;
15-0000;Computer and Mathematical Occupations;major;3.406.720;0,5;37,85;78.730;0,3;19,25;26,17;36,10;47,33;58,75;40.040;54.430;75.080;98.450;122.210;;
15-1111;Computer and Information Research Scientists;;25.160;3,3;49,59;103.160;1,3;27,31;37,50;48,59;59,39;72,91;56.800;77.990;101.080;123.530;151.660;;
15-1121;Computer Systems Analysts;;487.740;1,1;39,58;82.320;0,3;23,74;29,93;37,87;47,35;57,72;49.370;62.260;78.770;98.490;120.060;;
15-1131;Computer Programmers;;320.100;1,2;36,54;76.010;0,5;20,06;26,37;34,92;44,48;55,58;41.710;54.850;72.630;92.510;115.610;;
15-1132;Software Developers, Applications;;539.880;1,1;44,27;92.080;0,4;26,43;33,80;42,92;53,84;65,62;54.980;70.300;89.280;111.990;136.490;;
15-1133;Software Developers, Systems Software;;387.050;1,8;48,28;100.420;0,5;30,03;37,36;46,44;57,93;70,69;62.470;77.720;96.600;120.500;147.030;;
15-1141;Database Administrators;;108.500;1,1;37,19;77.350;0,3;20,36;26,85;36,15;46,46;56,19;42.360;55.840;75.190;96.640;116.870;;
15-1142;Network and Computer Systems Administrators*;;341.800;0,7;35,71;74.270;0,3;20,87;26,52;34,12;43,34;53,95;43.400;55.150;70.970;90.160;112.210;;
15-1150;Computer Support Specialists;;632.490;0,8;24,91;51.820;0,3;13,93;17,78;22,91;30,06;39,03;28.980;36.990;47.660;62.530;81.190;;
15-1179;Information Security Analysts, Web Developers, and Computer Network Architects;;272.670;1,1;39,27;81.670;0,4;20,56;28,03;37,49;48,83;60,03;42.770;58.300;77.990;101.570;124.860;;
15-1799;Computer Occupations, All Other*;;177.630;1,1;38,70;80.500;0,5;20,27;28,79;38,43;48,51;57,07;42.150;59.870;79.930;100.900;118.710;;
15-2011;Actuaries;;19.590;3,5;49,52;103.000;1,1;26,13;32,76;43,78;61,15;80,90;54.350;68.140;91.060;127.200;168.270;;
15-2021;Mathematicians;;2.980;6,3;48,71;101.320;2,1;26,77;34,12;48,58;59,02;73,15;55.680;70.960;101.040;122.760;152.140;;
15-2031;Operations Research Analysts;;65.030;2,1;37,90;78.840;0,8;19,53;25,30;34,59;46,68;60,58;40.620;52.620;71.950;97.090;126.000;;
15-2041;Statisticians;;23.770;2,3;37,16;77.280;1,6;19,15;25,16;35,52;46,83;57,55;39.840;52.330;73.880;97.410;119.710;;
15-2091;Mathematical Technicians;;1.060;9,2;24,47;50.910;3,6;14,26;16,61;22,32;28,88;39,14;29.660;34.550;46.420;60.060;81.420;;
15-2099;Mathematical Science Occupations, All Other;;1.260;13,3;30,37;63.170;2,8;15,65;20,39;26,95;36,76;50,91;32.540;42.410;56.060;76.460;105.890;;
17-0000;Architecture and Engineering Occupations;major;2.310.830;0,5;37,08;77.120;0,2;19,06;25,58;34,65;45,78;57,87;39.640;53.220;72.070;95.230;120.380;;
17-1011;Architects, Except Landscape and Naval;;83.590;1,6;38,13;79.300;0,7;21,17;27,01;35,26;44,88;57,41;44.030;56.180;73.340;93.350;119.410;;
17-1012;Landscape Architects;;15.760;4,3;31,98;66.520;1,2;18,08;22,89;30,40;39,17;47,87;37.620;47.600;63.240;81.480;99.560;;
17-1021;Cartographers and Photogrammetrists;;11.240;2,8;28,90;60.110;1,1;16,74;20,94;26,91;35,18;44,38;34.810;43.560;55.970;73.180;92.310;;
17-1022;Surveyors;;42.020;1,7;28,24;58.740;0,6;15,01;19,61;26,73;35,34;43,80;31.220;40.790;55.590;73.510;91.100;;
17-2011;Aerospace Engineers;;79.400;5,9;49,94;103.870;0,9;31,40;39,04;49,24;60,22;71,06;65.310;81.190;102.420;125.260;147.810;;
17-2021;Agricultural Engineers;;2.650;6,5;37,69;78.400;2,6;21,24;27,15;35,88;45,13;56,89;44.180;56.470;74.630;93.880;118.330;;
17-2031;Biomedical Engineers;;16.590;7,7;42,48;88.360;1,2;24,70;31,16;40,71;52,18;64,50;51.380;64.800;84.670;108.540;134.150;;
17-2041;Chemical Engineers;;27.860;2,5;47,81;99.440;1,5;28,55;35,12;44,68;55,98;70,50;59.380;73.060;92.930;116.430;146.650;;
17-2051;Civil Engineers;;254.130;1,1;39,76;82.710;0,4;24,22;29,76;37,49;47,25;57,51;50.370;61.910;77.990;98.270;119.620;;
17-2061;Computer Hardware Engineers;;71.990;3,8;48,73;101.360;0,8;30,00;37,32;47,41;58,99;70,97;62.400;77.630;98.610;122.700;147.610;;
17-2071;Electrical Engineers;;154.250;1,4;42,88;89.200;0,4;26,30;32,70;41,31;51,87;63,30;54.710;68.020;85.920;107.890;131.660;;
17-2072;Electronics Engineers, Except Computer;;136.310;1,9;45,51;94.670;0,6;28,30;34,86;43,99;54,93;67,07;58.870;72.510;91.500;114.260;139.500;;
17-2081;Environmental Engineers;;50.350;1,7;40,07;83.340;0,6;23,54;29,60;38,01;48,08;57,48;48.960;61.560;79.050;100.010;119.560;;
17-2111;Health and Safety Engineers, Except Mining Safety Engineers and Inspectors;;23.170;2,1;37,76;78.540;0,6;21,57;28,29;36,28;46,49;56,06;44.860;58.840;75.470;96.700;116.610;;
17-2112;Industrial Engineers;;211.490;1,1;38,39;79.840;0,3;24,20;30,03;37,13;45,19;55,45;50.350;62.460;77.240;93.990;115.340;;
17-2121;Marine Engineers and Naval Architects;;5.470;9,2;44,10;91.730;2,9;24,55;30,99;40,80;53,06;70,09;51.060;64.460;84.850;110.370;145.790;;
17-2131;Materials Engineers;;22.160;3,6;41,73;86.790;0,9;25,05;31,98;40,65;51,37;61,47;52.110;66.520;84.550;106.840;127.850;;
17-2141;Mechanical Engineers;;238.260;1,8;40,17;83.550;0,7;24,68;30,52;38,09;47,39;57,67;51.340;63.470;79.230;98.580;119.950;;
17-2151;Mining and Geological Engineers, Including Mining Safety Engineers;;6.630;4,4;43,30;90.070;1,8;24,34;31,21;40,53;51,52;65,77;50.620;64.910;84.300;107.160;136.800;;
17-2161;Nuclear Engineers;;18.430;9,4;50,56;105.160;1,3;32,26;40,03;49,01;57,92;70,99;67.100;83.270;101.930;120.470;147.670;;
17-2171;Petroleum Engineers;;30.880;4,7;66,82;138.980;2,1;33,58;44,31;58,79;82,71;#;69.850;92.170;122.280;172.040;#;;
17-2199;Engineers, All Other;;125.590;1,6;44,36;92.260;0,8;24,13;32,44;43,55;55,64;67,51;50.190;67.470;90.580;115.740;140.420;;
17-3011;Architectural and Civil Drafters;;85.740;1,5;24,11;50.160;0,5;15,16;18,47;22,72;28,60;35,52;31.520;38.430;47.250;59.480;73.880;;
17-3012;Electrical and Electronics Drafters;;28.010;3,2;27,52;57.240;0,9;16,38;20,50;26,19;33,64;41,73;34.080;42.640;54.470;69.980;86.790;;
17-3013;Mechanical Drafters;;64.090;1,4;25,07;52.150;0,7;15,51;18,95;23,65;29,53;37,07;32.260;39.420;49.200;61.420;77.110;;
17-3019;Drafters, All Other;;16.070;3,4;23,25;48.370;1,0;13,86;17,17;21,92;27,69;35,07;28.830;35.720;45.600;57.600;72.940;;
17-3021;Aerospace Engineering and Operations Technicians;;9.290;5,3;29,93;62.260;1,4;19,13;24,02;29,55;35,03;42,13;39.780;49.960;61.460;72.860;87.640;;
17-3022;Civil Engineering Technicians;;71.890;1,3;23,31;48.480;0,5;13,92;17,30;22,55;28,07;34,43;28.960;35.990;46.900;58.380;71.610;;
17-3023;Electrical and Electronics Engineering Technicians;;150.020;1,4;27,52;57.240;0,4;16,36;21,04;27,36;33,03;39,30;34.020;43.760;56.900;68.690;81.740;;
17-3024;Electro-Mechanical Technicians;;16.620;4,9;25,42;52.870;1,0;15,91;19,74;24,63;30,40;36,24;33.090;41.050;51.220;63.220;75.390;;
17-3025;Environmental Engineering Technicians;;19.490;3,3;23,51;48.910;1,4;13,63;16,87;21,56;28,45;36,58;28.350;35.080;44.850;59.170;76.100;;
17-3026;Industrial Engineering Technicians;;63.030;2,0;24,93;51.850;0,6;15,56;18,86;23,60;29,87;36,20;32.360;39.230;49.090;62.130;75.290;;
17-3027;Mechanical Engineering Technicians;;44.760;2,0;25,39;52.810;0,6;15,83;19,53;24,69;30,42;36,11;32.930;40.630;51.350;63.270;75.110;;
17-3029;Engineering Technicians, Except Drafters, All Other;;65.030;1,7;28,80;59.900;0,6;15,08;20,90;28,21;35,62;43,19;31.360;43.480;58.670;74.080;89.840;;
17-3031;Surveying and Mapping Technicians;;48.590;1,7;20,22;42.050;0,4;11,74;14,78;18,92;24,85;30,48;24.420;30.740;39.350;51.690;63.400;;
19-0000;Life, Physical, and Social Science Occupations;major;1.082.370;0,8;32,44;67.470;0,4;15,05;20,20;28,52;40,54;54,63;31.310;42.020;59.330;84.320;113.620;;
19-1011;Animal Scientists;;2.190;5,7;35,66;74.170;3,0;16,82;21,37;29,44;44,35;61,35;34.990;44.440;61.230;92.240;127.600;;
19-1012;Food Scientists and Technologists;;12.040;4,3;30,85;64.170;1,0;16,31;20,79;28,05;38,61;50,52;33.930;43.240;58.340;80.300;105.080;;
19-1013;Soil and Plant Scientists;;11.860;3,1;30,72;63.890;0,7;17,28;22,05;28,34;36,38;48,62;35.950;45.860;58.940;75.670;101.120;;
19-1021;Biochemists and Biophysicists;;25.160;5,5;42,13;87.640;2,6;19,62;26,07;38,09;52,67;70,83;40.810;54.230;79.230;109.550;147.320;;
19-1022;Microbiologists;;17.660;4,4;34,48;71.720;2,1;18,93;22,91;31,36;43,34;55,63;39.380;47.660;65.230;90.150;115.700;;
19-1023;Zoologists and Wildlife Biologists;;18.380;2,1;29,75;61.880;0,7;17,46;21,85;27,60;34,96;45,23;36.310;45.460;57.420;72.710;94.070;;
19-1029;Biological Scientists, All Other;;31.550;2,0;35,12;73.050;1,1;19,28;26,18;34,03;40,89;51,12;40.100;54.450;70.790;85.050;106.320;;
19-1031;Conservation Scientists;;18.910;1,6;29,95;62.290;0,4;17,84;22,12;28,62;35,88;43,17;37.110;46.000;59.530;74.620;89.800;;
19-1032;Foresters;;9.000;2,1;26,99;56.130;0,4;17,41;21,38;26,53;32,18;36,31;36.210;44.460;55.190;66.920;75.520;;
19-1041;Epidemiologists;;4.610;3,8;33,49;69.660;1,2;20,86;24,92;30,87;38,54;48,09;43.380;51.830;64.220;80.170;100.020;;
19-1042;Medical Scientists, Except Epidemiologists;;95.220;2,7;42,13;87.640;1,3;20,03;25,93;36,60;50,75;70,33;41.650;53.930;76.130;105.550;146.280;;
19-1099;Life Scientists, All Other;;10.020;4,4;35,68;74.220;1,8;19,18;23,25;30,95;44,68;61,37;39.900;48.350;64.370;92.930;127.660;;
19-2011;Astronomers;;2.080;11,8;48,86;101.630;2,8;24,25;29,34;45,91;68,91;78,82;50.440;61.020;95.500;143.340;163.950;;
19-2012;Physicists;;16.220;4,1;53,89;112.090;1,4;27,98;38,10;51,14;66,63;82,42;58.190;79.260;106.360;138.600;171.430;;
19-2021;Atmospheric and Space Scientists;;9.640;5,0;43,68;90.860;1,7;23,05;32,14;43,17;53,01;65,44;47.950;66.860;89.790;110.270;136.120;;
19-2031;Chemists;;80.040;1,7;35,95;74.780;0,9;19,33;24,59;33,54;44,87;56,66;40.200;51.150;69.760;93.330;117.850;;
19-2032;Materials Scientists;;7.900;4,3;41,64;86.600;1,2;21,77;29,88;40,67;52,07;63,20;45.290;62.140;84.600;108.300;131.460;;
19-2041;Environmental Scientists and Specialists, Including Health;;83.090;2,0;33,08;68.810;0,7;18,31;22,78;30,25;40,37;53,16;38.090;47.380;62.920;83.970;110.560;;
19-2042;Geoscientists, Except Hydrologists and Geographers;;32.490;3,2;46,97;97.700;1,6;22,09;28,61;40,61;56,97;81,98;45.940;59.510;84.470;118.510;170.510;;
19-2043;Hydrologists;;6.960;2,8;38,01;79.070;0,8;23,50;28,62;36,39;45,34;54,27;48.890;59.540;75.680;94.300;112.890;;
19-2099;Physical Scientists, All Other;;25.790;3,3;46,29;96.290;1,9;21,96;31,88;45,67;59,01;71,40;45.680;66.320;94.990;122.750;148.500;;
19-3011;Economists;;14.270;3,1;48,20;100.270;1,7;24,10;31,66;43,54;59,12;74,76;50.120;65.850;90.550;122.980;155.490;;
19-3022;Survey Researchers;;17.060;3,6;22,95;47.740;2,9;9,26;12,70;19,30;30,10;40,91;19.260;26.420;40.150;62.620;85.080;;
19-3031;Clinical, Counseling, and School Psychologists;;100.850;1,3;35,14;73.090;0,7;18,78;24,43;32,64;42,32;53,08;39.060;50.820;67.880;88.030;110.410;;
19-3032;Industrial-Organizational Psychologists;;1.230;15,6;59,69;124.160;11,5;26,60;35,74;45,54;69,21;#;55.330;74.340;94.720;143.950;#;;
19-3039;Psychologists, All Other;;10.580;2,4;41,27;85.830;1,0;20,31;30,67;43,27;50,45;56,19;42.240;63.790;90.010;104.940;116.870;;
19-3041;Sociologists;;2.830;9,4;38,20;79.460;1,7;21,09;27,04;35,42;46,19;62,40;43.870;56.230;73.670;96.070;129.780;;
19-3051;Urban and Regional Planners;;38.320;2,0;32,38;67.350;0,6;19,73;24,51;30,82;38,82;47,14;41.040;50.970;64.100;80.740;98.060;;
19-3091;Anthropologists and Archeologists;;5.370;3,2;28,39;59.040;0,9;15,46;19,77;26,95;35,62;43,19;32.160;41.120;56.070;74.100;89.840;;
19-3092;Geographers;;1.430;5,8;35,66;74.170;1,2;20,74;27,61;35,94;43,19;50,00;43.140;57.430;74.760;89.840;104.000;;
19-3093;Historians;;3.190;4,7;27,70;57.610;2,3;12,90;16,78;25,18;36,56;46,65;26.840;34.890;52.370;76.040;97.020;;
19-3094;Political Scientists;;5.340;4,1;50,50;105.040;3,1;22,80;32,25;49,93;65,75;74,75;47.420;67.090;103.860;136.760;155.490;;
19-3099;Social Scientists and Related Workers, All Other;;31.520;2,4;37,82;78.670;1,0;21,42;28,37;36,14;45,65;55,65;44.560;59.000;75.160;94.960;115.750;;
19-4011;Agricultural and Food Science Technicians;;17.150;3,5;17,38;36.150;1,0;10,78;12,84;16,13;20,64;25,97;22.420;26.710;33.550;42.920;54.020;;
19-4021;Biological Technicians;;72.140;2,4;20,33;42.290;0,8;11,99;15,03;18,98;24,34;30,87;24.940;31.270;39.480;50.630;64.200;;
19-4031;Chemical Technicians;;59.650;2,0;21,42;44.560;0,6;12,50;15,66;20,23;26,43;32,86;25.990;32.580;42.070;54.970;68.340;;
19-4041;Geological and Petroleum Technicians;;14.680;5,9;27,81;57.840;3,0;13,75;17,44;23,89;35,33;44,75;28.600;36.280;49.690;73.490;93.080;;
19-4051;Nuclear Technicians;;7.370;5,3;32,46;67.520;1,8;19,69;25,42;32,71;38,62;45,11;40.950;52.860;68.030;80.330;93.830;;
19-4061;Social Science Research Assistants;;26.200;4,1;20,39;42.410;1,9;11,14;13,83;18,66;23,91;31,52;23.170;28.760;38.800;49.720;65.550;;
19-4091;Environmental Science and Protection Technicians, Including Health;;30.320;1,9;21,76;45.270;0,7;12,85;15,92;20,32;26,53;33,57;26.720;33.100;42.270;55.180;69.820;;
19-4092;Forensic Science Technicians;;12.560;1,7;26,76;55.660;0,7;15,75;19,61;25,09;32,29;40,86;32.760;40.790;52.180;67.160;84.980;;
19-4093;Forest and Conservation Technicians;;30.620;0,8;18,01;37.460;0,3;11,99;13,46;16,78;21,69;26,05;24.930;27.990;34.900;45.110;54.190;;
19-4099;Life, Physical, and Social Science Technicians, All Other;;58.890;2,2;22,00;45.770;0,8;11,96;15,58;20,73;27,11;34,45;24.880;32.410;43.120;56.380;71.660;;
21-0000;Community and Social Service Occupations;major;1.890.410;0,4;21,07;43.830;0,4;11,13;14,42;19,17;26,28;34,17;23.160;29.990;39.880;54.650;71.070;;
21-1011;Substance Abuse and Behavioral Disorder Counselors;;76.600;1,7;19,73;41.030;0,5;12,16;14,86;18,54;23,20;28,95;25.280;30.900;38.560;48.260;60.220;;
21-1012;Educational, Guidance, School, and Vocational Counselors;;244.560;1,0;27,18;56.540;0,7;15,45;19,86;26,02;33,60;41,83;32.130;41.310;54.130;69.890;87.020;;
21-1013;Marriage and Family Therapists;;33.990;9,1;23,42;48.710;2,0;12,13;17,00;22,23;28,65;35,84;25.230;35.350;46.240;59.600;74.550;;
21-1014;Mental Health Counselors;;114.180;1,5;20,48;42.590;0,6;11,94;14,88;18,84;24,46;31,57;24.840;30.950;39.190;50.870;65.660;;
21-1015;Rehabilitation Counselors;;110.690;1,5;17,82;37.070;0,6;10,05;12,44;16,22;21,83;28,12;20.910;25.880;33.740;45.410;58.480;;
21-1019;Counselors, All Other;;27.140;2,1;21,56;44.850;0,9;11,16;15,48;20,21;27,13;33,75;23.220;32.190;42.030;56.430;70.200;;
21-1021;Child, Family, and School Social Workers;;276.510;0,8;21,35;44.410;0,8;12,59;15,64;19,56;25,79;33,68;26.190;32.520;40.680;53.650;70.050;;
